row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,5.962.209.859.178,5.247.016.579.792,200.0,,5962209859178.0,5247016579792.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,858.374.000,2.041.734.000,210.0,,858374000.0,2041734000.0
1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,216,8,858.374.000,2.041.734.000,216.0,8.0,858374000.0,2041734000.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,5.313.224.552.963,1.834.693.985.228,220.0,,5313224552963.0,1834693985228.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,12,4.453.310.092.927,938.879.341.269,221.0,12.0,4453310092927.0,938879341269.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,11.653.882.170.846,7.638.038.829.329,222.0,,11653882170846.0,7638038829329.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(7.200.572.077.919),(6.699.159.488.060),223.0,,-7200572077919.0,-6699159488060.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,13,859.914.460.036,895.814.643.959,227.0,13.0,859914460036.0,895814643959.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,1.139.091.383.947,1.166.854.986.839,228.0,,1139091383947.0,1166854986839.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(279.176.923.911),(271.040.342.880),229.0,,-279176923911.0,-271040342880.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,14,250.383.262.298,260.945.826.865,230.0,14.0,250383262298.0,260945826865.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,334.556.867.544,334.556.867.544,231.0,,334556867544.0,334556867544.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,232,,(84.173.605.246),(73.611.040.679),232.0,,-84173605246.0,-73611040679.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,136.578.490.420,2.861.604.550.893,240.0,,136578490420.0,2861604550893.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,15,136.578.490.420,2.861.604.550.893,242.0,15.0,136578490420.0,2861604550893.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,5,46.652.969.218,46.684.613.638,250.0,5.0,46652969218.0,46684613638.0
"1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết",252,,28.388.260.482,28.566.148.989,252.0,,28388260482.0,28566148989.0
2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,253,,20.502.000.000,20.502.000.000,253.0,,20502000000.0,20502000000.0
3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,254,,(2.237.291.264),(2.383.535.351),254.0,,-2237291264.0,-2383535351.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,214.512.210.279,241.045.869.168,260.0,,214512210279.0,241045869168.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,11,23.270.193.135,30.549.534.439,261.0,11.0,23270193135.0,30549534439.0
2. Tài sản thuê thu nhập hoãn lại,2. Tài sản thuê thu nhập hoãn lại,2. Tài sản thuê thu nhập hoãn lại,262,16,69.142.811.382,79.984.319.926,262.0,16.0,69142811382.0,79984319926.0
"3. Thiết bị, vật tư, phụ tùng thay thế dài hạn","3. Thiết bị, vật tư, phụ tùng thay thế dài hạn","3. Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,10,109.307.114.725,117.719.923.766,263.0,10.0,109307114725.0,117719923766.0
4. Tài sản dài hạn khác,4. Tài sản dài hạn khác,4. Tài sản dài hạn khác,268,,12.792.091.037,12.792.091.037,268.0,,12792091037.0,12792091037.0
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,11.134.256.808.138,10.264.104.573.488,270.0,,11134256808138.0,10264104573488.0
