row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số cuối năm_2,Số đầu năm,Số đầu năm_1,Số đầu năm_2,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số cuối năm_2,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số đầu năm_2
,,,VND,VND,VND,VND,VND,VND,,,,,,
,,,Tổng tài sản,Tổng công nợ,Tài sản thuần,Tổng tài sản,Tổng công nợ,Tài sản thuần,,,,,,
,,,5.712.893.240.237,8.264.136.517.422,(2.551.243.277.185),6.072.492.398.530,7.876.653.012.281,(1.804.160.613.751),5712893240237.0,8264136517422.0,-2551243277185.0,6072492398530.0,7876653012281.0,-1804160613751.0
Công ty Cổ phần Phát triển Đô thị Dầu khí,Công ty Cổ phần Phát triển Đô thị Dầu khí,Công ty Cổ phần Phát triển Đô thị Dầu khí,238.385.113.545,366.884.007.665,(128.498.894.120),271.615.954.022,361.626.431.865,(90.010.477.843),238385113545.0,366884007665.0,-128498894120.0,271615954022.0,361626431865.0,-90010477843.0
Công ty Cổ phần Hóa đầu và Xơ sợi Dầu khí,Công ty Cổ phần Hóa đầu và Xơ sợi Dầu khí,Công ty Cổ phần Hóa đầu và Xơ sợi Dầu khí,5.236.687.876.941,7.724.932.833.552,(2.488.244.956.611),5.604.001.431.784,7.384.062.585.523,(1.780.061.153.739),5236687876941.0,7724932833552.0,-2488244956611.0,5604001431784.0,7384062585523.0,-1780061153739.0
Công ty Cổ phần Bao bì Đạm Phú Mỹ,Công ty Cổ phần Bao bì Đạm Phú Mỹ,Công ty Cổ phần Bao bì Đạm Phú Mỹ,237.820.249.751,172.319.676.205,65.500.573.546,196.875.012.724,130.963.994.893,65.911.017.831,237820249751.0,172319676205.0,65500573546.0,196875012724.0,130963994893.0,65911017831.0
,,,Năm nay,Năm nay,Năm nay,Năm trước,Năm trước,Năm trước,,,,,,
,,,VND,VND,VND,VND,VND,VND,,,,,,
,,,Doanh thu thuần,Lợi nhuận/(Lỗ)sau thuế TNDN,Lợi nhuận thuầntừ Công ty liên kết,Doanh thu thuần,Lợi nhuận/(Lỗ)sau thuế TNDN,Lợi nhuận thuầntừ Công ty liên kết,,,,,,
,,,458.867.462.087,(606.807.501.258),2.916.621.493,558.442.267.232,(637.443.036.021),3.834.843.056,458867462087.0,-606807501258.0,2916621493.0,558442267232.0,-637443036021.0,3834843056.0
Công ty Cổ phần Phát triển Đô thị Dầu khí,Công ty Cổ phần Phát triển Đô thị Dầu khí,Công ty Cổ phần Phát triển Đô thị Dầu khí,9.651.711.220,(38.488.416.277),-,161.048.001.525,(72.379.748.996),-,9651711220.0,-38488416277.0,,161048001525.0,-72379748996.0,
Công ty Cổ phần Hóa đầu và Xơ sợi Dầu khí,Công ty Cổ phần Hóa đầu và Xơ sợi Dầu khí,Công ty Cổ phần Hóa đầu và Xơ sợi Dầu khí,1.283.566.638,(576.963.703.109),-,1.283.566.638,(576.963.703.109),-,1283566638.0,-576963703109.0,,1283566638.0,-576963703109.0,
Công ty Cổ phần Bao bì Đạm Phú Mỹ,Công ty Cổ phần Bao bì Đạm Phú Mỹ,Công ty Cổ phần Bao bì Đạm Phú Mỹ,447.932.184.229,8.644.618.128,2.916.621.493,396.110.699.069,11.900.416.084,3.834.843.056,447932184229.0,8644618128.0,2916621493.0,396110699069.0,11900416084.0,3834843056.0
