row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúcVND","Máy móc,thiết bịVND",Phương tiệnvận tảiVND,Thiết bịvăn phòngVND,KhácVND,Tổng côngVND,"numeric__Nhà cửa,vật kiến trúcVND","numeric__Máy móc,thiết bịVND",numeric__Phương tiệnvận tảiVND,numeric__Thiết bịvăn phòngVND,numeric__KhácVND,numeric__Tổng côngVND
NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,,,,,,
Số đầu năm,NGUYÊN GIÁ > Số đầu năm,Số đầu năm,1.620.243.064.436,5.736.193.509.898,85.030.946.300,187.548.573.621,9.022.735.074,7.638.038.829.329,1620243064436.0,5736193509898.0,85030946300.0,187548573621.0,9022735074.0,7638038829329.0
Mua sắm mới,NGUYÊN GIÁ > Mua sắm mới,Mua sắm mới,275.509.530,33.071.052.965,1.814.293.803,8.914.634.262,-,44.075.490.560,275509530.0,33071052965.0,1814293803.0,8914634262.0,,44075490560.0
Đầu tư xây dựng cơ bản hoàn thành,NGUYÊN GIÁ > Đầu tư xây dựng cơ bản hoàn thành,Đầu tư xây dựng cơ bản hoàn thành,780.689.058.455,2.458.684.102.119,-,95.602.034.403,622.530.215.703,3.957.505.410.680,780689058455.0,2458684102119.0,,95602034403.0,622530215703.0,3957505410680.0
Tăng do quyết toán giá trị công trình,NGUYÊN GIÁ > Tăng do quyết toán giá trị công trình,Tăng do quyết toán giá trị công trình,5.768.738.602,7.736.972.869,-,-,6.431.538.727,19.937.250.198,5768738602.0,7736972869.0,,,6431538727.0,19937250198.0
"Thanh lý, nhượng bán","NGUYÊN GIÁ > Thanh lý, nhượng bán","Thanh lý, nhượng bán",(4.548.163.920),-,(689.117.173),(437.528.828),-,(5.674.809.921),-4548163920.0,,-689117173.0,-437528828.0,,-5674809921.0
Số cuối năm,NGUYÊN GIÁ > Số cuối năm,Số cuối năm,2.402.428.207.103,8.235.685.637.851,86.156.122.930,291.627.713.458,637.984.489.504,11.653.882.170.846,2402428207103.0,8235685637851.0,86156122930.0,291627713458.0,637984489504.0,11653882170846.0
GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,,,,,,
Số đầu năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Số đầu năm,Số đầu năm,1.063.551.859.561,5.411.519.589.923,66.363.443.011,149.581.252.395,8.143.343.170,6.699.159.488.060,1063551859561.0,5411519589923.0,66363443011.0,149581252395.0,8143343170.0,6699159488060.0
Trích khấu hao trong năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Trích khấu hao trong năm,Trích khấu hao trong năm,128.609.894.080,236.409.224.771,5.701.876.831,42.057.525.122,93.132.586.723,505.911.107.527,128609894080.0,236409224771.0,5701876831.0,42057525122.0,93132586723.0,505911107527.0
"Thanh lý, nhượng bán","GIÁ TRỊ HAO MÒN LỦY KẾ > Thanh lý, nhượng bán","Thanh lý, nhượng bán",(3.371.871.667),-,(689.117.173),(437.528.828),-,(4.498.517.668),-3371871667.0,,-689117173.0,-437528828.0,,-4498517668.0
Số cuối năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Số cuối năm,Số cuối năm,1.188.789.881.974,5.647.928.814.694,71.376.202.669,191.201.248.689,101.275.929.893,7.200.572.077.919,1188789881974.0,5647928814694.0,71376202669.0,191201248689.0,101275929893.0,7200572077919.0
GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,,,,,,
Tại ngày đầu năm,GIÁ TRỊ CÒN LẠI > Tại ngày đầu năm,Tại ngày đầu năm,556.691.204.875,324.673.919.975,18.667.503.289,37.967.321.226,879.391.904,938.879.341.269,556691204875.0,324673919975.0,18667503289.0,37967321226.0,879391904.0,938879341269.0
Tại ngày cuối năm,GIÁ TRỊ CÒN LẠI > Tại ngày cuối năm,Tại ngày cuối năm,1.213.638.325.129,2.587.756.823.157,14.779.920.261,100.426.464.769,536.708.559.611,4.453.310.092.927,1213638325129.0,2587756823157.0,14779920261.0,100426464769.0,536708559611.0,4453310092927.0
