row_label_raw,row_label_full,col_0,Vốn góp của chủ sở hữu,Quỹ đầu tư phát triển,Lợi nhuận chưa phân phối,Cộng,numeric__Vốn góp của chủ sở hữu,numeric__Quỹ đầu tư phát triển,numeric__Lợi nhuận chưa phân phối,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,128.750.000.000,17.408.375.673,24.974.116.603,171.132.492.276,128750000000.0,17408375673.0,24974116603.0,171132492276.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,-,12.880.733.113,12.880.733.113,,,12880733113.0,12880733113.0
"Trích Quỹ Khen thưởng, phúc lợi","Trích Quỹ Khen thưởng, phúc lợi","Trích Quỹ Khen thưởng, phúc lợi",-,-,(2.820.021.228),(2.820.021.228),,,-2820021228.0,-2820021228.0
Chia cổ tức,Chia cổ tức,Chia cổ tức,-,-,(13.225.000.000),(13.225.000.000),,,-13225000000.0,-13225000000.0
Tăng/(giảm) khác,Tăng/(giảm) khác,Tăng/(giảm) khác,-,-,(149.960.427),(149.960.427),,,-149960427.0,-149960427.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,128.750.000.000,17.408.375.673,21.659.868.061,167.818.243.734,128750000000.0,17408375673.0,21659868061.0,167818243734.0
