row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,5.172.046.948.960,5.017.087.993.696,100.0,,5172046948960.0,5017087993696.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,4,1.716.919.348.616,2.361.887.855.663,110.0,4.0,1716919348616.0,2361887855663.0
1. Tiền,1. Tiền,1. Tiền,111,,293.934.821.687,183.292.026.309,111.0,,293934821687.0,183292026309.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,1.422.984.526.929,2.178.595.829.354,112.0,,1422984526929.0,2178595829354.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,5,955.000.000.000,895.000.000.000,120.0,5.0,955000000000.0,895000000000.0
1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,123,,955.000.000.000,895.000.000.000,123.0,,955000000000.0,895000000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,520.579.213.356,256.516.457.348,130.0,,520579213356.0,256516457348.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,6,422.514.452.443,143.208.711.158,131.0,6.0,422514452443.0,143208711158.0
2. Trà trước cho người bán ngắn hạn,2. Trà trước cho người bán ngắn hạn,2. Trà trước cho người bán ngắn hạn,132,7,78.790.739.261,94.031.112.122,132.0,7.0,78790739261.0,94031112122.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,8,252.514.839.051,252.794.480.796,136.0,8.0,252514839051.0,252794480796.0
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,9,(233.576.422.659),(233.517.846.728),137.0,9.0,-233576422659.0,-233517846728.0
5. Tài sản thiếu chờ xử lý,5. Tài sản thiếu chờ xử lý,5. Tài sản thiếu chờ xử lý,139,,335.605.260,-,139.0,,335605260.0,
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,10,1.662.663.084.855,1.222.968.204.548,140.0,10.0,1662663084855.0,1222968204548.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,1.665.129.426.404,1.223.013.757.447,141.0,,1665129426404.0,1223013757447.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,(2.466.341.549),(45.552.899),149.0,,-2466341549.0,-45552899.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,316.885.302.133,280.715.476.137,150.0,,316885302133.0,280715476137.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,11,53.472.993.772,17.312.413.639,151.0,11.0,53472993772.0,17312413639.0
2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,152,,258.031.179.931,256.305.454.281,152.0,,258031179931.0,256305454281.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,19,5.381.128.430,7.097.608.217,153.0,19.0,5381128430.0,7097608217.0
