row_label_raw,row_label_full,Trong vòng một năm,Số cuối nămVND > 171.978.485.702,Số đầu nămVND > -,numeric__Số cuối nămVND > 171.978.485.702,numeric__Số đầu nămVND > -
Trong nằm thứ hai,Trong nằm thứ hai,Trong nằm thứ hai,171.978.485.702,89.911.867.456,171978485702.0,89911867456.0
Từ nằm thứ ba đến nằm thứ năm,Từ nằm thứ ba đến nằm thứ năm,Từ nằm thứ ba đến nằm thứ năm,515.935.457.104,269.735.602.368,515935457104.0,269735602368.0
Sau nằm năm,Sau nằm năm,Sau nằm năm,343.956.971.403,269.735.602.369,343956971403.0,269735602369.0
,,,1.203.849.399.911,629.383.072.193,1203849399911.0,629383072193.0
Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần nợ ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần nợ ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần nợ ngắn hạn),171.978.485.702,-,171978485702.0,
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,1.031.870.914.209,629.383.072.193,1031870914209.0,629383072193.0
