row_label_raw,row_label_full,STT,"Tên công ty liên doanh, liên kết",Nơi thành lập và hoạt động,Tỷ lệ phần sở hữu (%),Tỷ lệ quyền biểu quyết (%),Hoạt động chính,"numeric__Tên công ty liên doanh, liên kết",numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ phần sở hữu (%),numeric__Tỷ lệ quyền biểu quyết (%),numeric__Hoạt động chính
5.,5.,5.,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Hà Nội,"25,00%","25,00%",Kinh doanh xuất nhập khẩu,,,0.25,0.25,
6.,6.,6.,Công ty Cổ phần Gạch chịu lửa Cầu Đường Công ty liên kết gián tiếp,Hà Nội,"25,00%","25,00%",Sản xuất và kinh doanh gạch chịu lửa,,,0.25,0.25,
7.,7.,7.,Công ty Magno GMBH,Cộng hòa Liên bang Đức,"22,87%","30,00%",Thương mại,,,0.22870000000000001,0.3,
8.,8.,8.,Công ty Cổ phần Vinafacade,Hà Nội,"18,02%","20,86%","Kinh doanh, lắp dựng kính xây dựng",,,0.1802,0.2086,
9.,9.,9.,Công ty Cổ phần Viglacera Hạ Long II,Quảng Ninh,"20,19%","40,00%",Sản xuất và kinh doanh gạch ngói,,,0.20190000000000002,0.4,
10.,10.,10.,Công ty Cổ phần Viglacera Đông Triều,Quảng Ninh,"20,19%","40,00%",Sản xuất và kinh doanh gạch ngói,,,0.20190000000000002,0.4,
