row_label_raw,row_label_full,STT,Ngân hàng,Số cuối năm,Số đầu năm,numeric__Ngân hàng,numeric__Số cuối năm,numeric__Số đầu năm
STT,STT,STT,Ngân hàng,VND,VND,,,
1.,STT > 1.,1.,Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh Hà Nội,599.911.216.435,393.960.902.697,,599911216435.0,393960902697.0
2.,STT > 2.,2.,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Sở Giao dịch I,460.235.886.338,109.007.437.706,,460235886338.0,109007437706.0
3.,STT > 3.,3.,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Sở Giao dịch I (vay thầu chi),362.639.454.601,692.242314.910,,362639454601.0,692242314910.0
4.,STT > 4.,4.,Ngân hàng TNHH MTV HSBC (Việt Nam),344.915.670.555,292.671.101.006,,344915670555.0,292671101006.0
5.,STT > 5.,5.,Ngân hàng BNP Paribas - Chi nhánh Hà Nội,334.814.242.685,-,,334814242685.0,
6.,STT > 6.,6.,Ngân hàng TMCP Quân Đội - CN Hoàn Kiểm,249.590.773.099,31.604.810.986,,249590773099.0,31604810986.0
7.,STT > 7.,7.,Ngân hàng TMCP Hàng Hải Việt Nam,124.937.196.491,-,,124937196491.0,
,,,,2.477.044.440.204,1.519.486.567.305,,2477044440204.0,1519486567305.0
