row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
a. Phải thu về cho vay ngắn hạn,a. Phải thu về cho vay ngắn hạn,a. Phải thu về cho vay ngắn hạn,a. Phải thu về cho vay ngắn hạn,a. Phải thu về cho vay ngắn hạn,,
Công ty Cổ phần Vật tư và Xây dựng Hà Nội,a. Phải thu về cho vay ngắn hạn > Công ty Cổ phần Vật tư và Xây dựng Hà Nội,Công ty Cổ phần Vật tư và Xây dựng Hà Nội,4.000.000.000,4.000.000.000,4000000000.0,4000000000.0
Phải thu về cho vay ngắn hạn từ các bên liên quan(chi tiết trình bày tại Thuyết minh số 32) (i),a. Phải thu về cho vay ngắn hạn > Phải thu về cho vay ngắn hạn từ các bên liên quan(chi tiết trình bày tại Thuyết minh số 32) (i),Phải thu về cho vay ngắn hạn từ các bên liên quan(chi tiết trình bày tại Thuyết minh số 32) (i),300.625.000.000,439.500.000.000,300625000000.0,439500000000.0
,,,304.625.000.000,443.500.000.000,304625000000.0,443500000000.0
b. Phải thu về cho vay dài hạn (ii),b. Phải thu về cho vay dài hạn (ii),b. Phải thu về cho vay dài hạn (ii),b. Phải thu về cho vay dài hạn (ii),b. Phải thu về cho vay dài hạn (ii),,
Công ty TNHH Công nghiệp Titan Corporation 2 (Bắc Ninh),b. Phải thu về cho vay dài hạn (ii) > Công ty TNHH Công nghiệp Titan Corporation 2 (Bắc Ninh),Công ty TNHH Công nghiệp Titan Corporation 2 (Bắc Ninh),319.448.146.591,293.744.259.466,319448146591.0,293744259466.0
Công ty TNHH Năng lượng GELEX Ninh Thuận,b. Phải thu về cho vay dài hạn (ii) > Công ty TNHH Năng lượng GELEX Ninh Thuận,Công ty TNHH Năng lượng GELEX Ninh Thuận,283.625.000.000,372.125.000.000,283625000000.0,372125000000.0
Công ty TNHH Công nghiệp Titan (Hưng Yên),b. Phải thu về cho vay dài hạn (ii) > Công ty TNHH Công nghiệp Titan (Hưng Yên),Công ty TNHH Công nghiệp Titan (Hưng Yên),250.605.130.496,106.378.552.709,250605130496.0,106378552709.0
Công ty TNHH Công nghiệp Titan Corporation (Bắc Ninh) 1,b. Phải thu về cho vay dài hạn (ii) > Công ty TNHH Công nghiệp Titan Corporation (Bắc Ninh) 1,Công ty TNHH Công nghiệp Titan Corporation (Bắc Ninh) 1,121.394.209.160,121.394.209.160,121394209160.0,121394209160.0
Công ty TNHH Công Nghiệp Titan Corporation 3 (Bắc Ninh),b. Phải thu về cho vay dài hạn (ii) > Công ty TNHH Công Nghiệp Titan Corporation 3 (Bắc Ninh),Công ty TNHH Công Nghiệp Titan Corporation 3 (Bắc Ninh),70.000.000.000,-,70000000000.0,
,,,1.045.072.486.247,893.642.021.335,1045072486247.0,893642021335.0
