row_label_raw,row_label_full,STT,"Tên công ty liên doanh, liên kết",Nơi thành lập và hoạt động,Tỷ lệ phần sở hữu (%),Tỷ lệ quyền biểu quyết (%),Hoạt động chính,"numeric__Tên công ty liên doanh, liên kết",numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ phần sở hữu (%),numeric__Tỷ lệ quyền biểu quyết (%),numeric__Hoạt động chính
,,,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,,,,,
1.,1.,1.,Công ty TNHH Kính nổi Việt Nam,Bắc Ninh,"35,29%","35,29%",Sản xuất và kinh doanh kính,,,0.3529,0.3529,
2.,2.,2.,Công ty SanVig - CTCP,Cuba,"21,43%","50,00%","Sản xuất và kinh doanh sử vệ sinh, gạch ốp lát",,,0.2143,0.5,
,,,Công ty liên kết trực tiếp,Công ty liên kết trực tiếp,Công ty liên kết trực tiếp,Công ty liên kết trực tiếp,Công ty liên kết trực tiếp,,,,,
3.,3.,3.,Công ty Cổ phần Gạch ngói Từ Sơn,Bắc Ninh,"24,93%","24,93%",Sản xuất và kinh doanh gạch ngói đất sét nung,,,0.2493,0.2493,
4.,4.,4.,Công ty Cổ phần Gốm Xây dựng Yên Hưng,Quảng Ninh,"26,00%","26,00%",Sản xuất và kinh doanh gạch ngói đất sét nung,,,0.26,0.26,
