row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Lợi nhuận trước thuế,Lợi nhuận trước thuế,Lợi nhuận trước thuế,123.497.695.887,654.201.763.660,123497695887.0,654201763660.0
Điều chỉnh cho thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế,(300.567.141.392),(833.520.461.752),-300567141392.0,-833520461752.0
Cộng các khoản điều chỉnh tăng,Cộng các khoản điều chỉnh tăng,Cộng các khoản điều chỉnh tăng,204.726.240.564,36.675.835.200,204726240564.0,36675835200.0
Các khoản chi phí không được khấu trừ,Các khoản chi phí không được khấu trừ,Các khoản chi phí không được khấu trừ,204.726.240.564,36.675.835.200,204726240564.0,36675835200.0
Trừ các khoản điều chỉnh giảm,Trừ các khoản điều chỉnh giảm,Trừ các khoản điều chỉnh giảm,505.293.381.956,870.196.296.952,505293381956.0,870196296952.0
Thu nhập không chịu thuế,Thu nhập không chịu thuế,Thu nhập không chịu thuế,505.046.538.800,869.731.200.000,505046538800.0,869731200000.0
(Lỗ)/Lãi chênh lệch tỷ giá do đánh giá lại khoản tiền và nợ phải thu gốc ngoại tệ cuối kỳ,(Lỗ)/Lãi chênh lệch tỷ giá do đánh giá lại khoản tiền và nợ phải thu gốc ngoại tệ cuối kỳ,(Lỗ)/Lãi chênh lệch tỷ giá do đánh giá lại khoản tiền và nợ phải thu gốc ngoại tệ cuối kỳ,246.843.156,465.096.952,246843156.0,465096952.0
Điều chỉnh lỗ tính thuế,Điều chỉnh lỗ tính thuế,Điều chỉnh lỗ tính thuế,-,(8.305.065.721),,-8305065721.0
Lỗ tính thuế,Lỗ tính thuế,Lỗ tính thuế,(177.069.445.505),(187.623.763.813),-177069445505.0,-187623763813.0
Thuế suất,Thuế suất,Thuế suất,20%,20%,0.2,0.2
Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm hiện hành,Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm hiện hành,Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm hiện hành,-,-,,
