row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,25,3.974.856.217.609,2.640.782.215.483,,1.0,25.0,3974856217609.0,2640782215483.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,25,-,115.706.656,,2.0,25.0,,115706656.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,25,3.974.856.217.609,2.640.666.508.827,,10.0,25.0,3974856217609.0,2640666508827.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ cung cấp,11,26,3.852.520.207.121,2.552.038.644.642,,11.0,26.0,3852520207121.0,2552038644642.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,122.336.010.488,88.627.864.185,,20.0,,122336010488.0,88627864185.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,27,844.448.755.480,1.210.532.439.319,,21.0,27.0,844448755480.0,1210532439319.0
7.,7.,7.,Chi phí tài chính,22,28,568.663.742.514,489.743.524.853,,22.0,28.0,568663742514.0,489743524853.0
,,,- Trong đó: Chi phí lãi voy,23,,426.207.666.117,363.854.158.532,,23.0,,426207666117.0,363854158532.0
8.,8.,8.,Chi phí bán hàng,25,29,7.543.599.432,8.100.499.786,,25.0,29.0,7543599432.0,8100499786.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,29,268.576.351.692,148.057.425.295,,26.0,29.0,268576351692.0,148057425295.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26),30,,122.001.072.330,653.258.853.570,,30.0,,122001072330.0,653258853570.0
11.,11.,11.,Thu nhập khác,31,,1.569.006.058,1.444.305.363,,31.0,,1569006058.0,1444305363.0
12.,12.,12.,Chi phí khác,32,,72.382.501,501.395.273,,32.0,,72382501.0,501395273.0
13.,13.,13.,Lợi nhuận khác (40=31-32),40,,1.496.623.557,942.910.090,,40.0,,1496623557.0,942910090.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,123.497.695.887,654.201.763.660,,50.0,,123497695887.0,654201763660.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,31,-,1.779.646.015,,51.0,31.0,,1779646015.0
16.,16.,16.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),60,,123.497.695.887,652.422.117.645,,60.0,,123497695887.0,652422117645.0
