row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,8.831.208.078.774,6.255.997.057.186,,300.0,,8831208078774.0,6255997057186.0
I.,I.,I.,Nợ ngắn hạn,310,,5.150.171.436.132,3.711.026.857.761,,310.0,,5150171436132.0,3711026857761.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,17,713.529.629.313,153.738.954.286,,311.0,17.0,713529629313.0,153738954286.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,,193.978.358,210.178.371,,312.0,,193978358.0,210178371.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,18,881.789.413,1.191.549.859,,313.0,18.0,881789413.0,1191549859.0
4.,4.,4.,Phải trả người lao động,314,,23.477.689.438,14.638.277.232,,314.0,,23477689438.0,14638277232.0
5.,5.,5.,Chỉ phí phải trả ngắn hạn,315,19,14.505.610.065,21.641.702.288,,315.0,19.0,14505610065.0,21641702288.0
6.,6.,6.,Doanh thu chưa thực hiện ngắn hạn,318,20,16.035.324.998,13.670.168.416,,318.0,20.0,16035324998.0,13670168416.0
7.,7.,7.,Phải trả ngắn hạn khác,319,21,58.734.901.220,1.026.539.854.999,,319.0,21.0,58734901220.0,1026539854999.0
8.,8.,8.,Vay và nợ thuê tài chính ngắn hạn,320,22,4.308.962.408.336,2.464.861.567.319,,320.0,22.0,4308962408336.0,2464861567319.0
9.,9.,9.,"Quỹ khen thưởng, phúc lợi",322,,13.850.104.991,14.534.604.991,,322.0,,13850104991.0,14534604991.0
II.,II.,II.,Nợ dài hạn,330,,3.681.036.642.642,2.544.970.199.425,,330.0,,3681036642642.0,2544970199425.0
1.,1.,1.,Doanh thu chưa thực hiện dài hạn,336,20,168.047.924.846,153.506.648.110,,336.0,20.0,168047924846.0,153506648110.0
2.,2.,2.,Phải trả dài hạn khác,337,21,17.203.072.853,17.735.456.318,,337.0,21.0,17203072853.0,17735456318.0
3.,3.,3.,Vay và nợ thuê tài chính dài hạn,338,22,3.495.785.644.943,2.373.728.094.997,,338.0,22.0,3495785644943.0,2373728094997.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,10.429.720.442.043,10.231.693.648.921,,400.0,,10429720442043.0,10231693648921.0
I.,I.,I.,Vốn chủ sở hữu,410,23,10.429.720.442.043,10.230.397.146.156,,410.0,23.0,10429720442043.0,10230397146156.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,8.594.297.930.000,8.514.957.930.000,,411.0,,8594297930000.0,8514957930000.0
,,,- Cổ phiếu phố thông có quyền biểu quyết,411a,,8.594.297.930.000,8.514.957.930.000,,,,8594297930000.0,8514957930000.0
2.,2.,2.,Thặng dư vốn cổ phần,412,,663.003.856.718,663.218.256.718,,412.0,,663003856718.0,663218256718.0
3.,3.,3.,Lợi nhuận sau thuế chưa phân phối,421,,1.172.418.655.325,1.052.220.959.438,,421.0,,1172418655325.0,1052220959438.0
,,,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,1.048.920.959.438,399.798.841.793,,,,1048920959438.0,399798841793.0
,,,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,123.497.695.887,652.422.117.645,,,,123497695887.0,652422117645.0
II.,II.,II.,Nguồn kinh phí và quỹ khác,430,,-,1.296.502.765,,430.0,,,1296502765.0
1.,1.,1.,Nguồn kinh phí đã hình thành tài sản cổ định,432,,-,1.296.502.765,,432.0,,,1296502765.0
,,,TỔNG CỘNG NGUỒN VỐN (440=300+400),440,,19.260.928.520.817,16.487.690.706.107,,440.0,,19260928520817.0,16487690706107.0
