row_label_raw,row_label_full,Năm phát sinh,Năm hết hạn,Lỗ tính thuế,Số lỗ đã chuyển đến ngày 31 tháng 12 năm 2024,Số lỗ tính thuế chưa sử dụng tại ngày 31 tháng 12 năm 2024,numeric__Năm hết hạn,numeric__Lỗ tính thuế,numeric__Số lỗ đã chuyển đến ngày 31 tháng 12 năm 2024,numeric__Số lỗ tính thuế chưa sử dụng tại ngày 31 tháng 12 năm 2024
,,,,VND,VND,VND,,,,
2021,2021,2021,2026,8.898.102.574,-,8.898.102.574,2026.0,8898102574.0,,8898102574.0
2022,2022,2022,2027,401.199.470.088,-,401.199.470.088,2027.0,401199470088.0,,401199470088.0
2023,2023,2023,2028,187.623.763.813,-,187.623.763.813,2028.0,187623763813.0,,187623763813.0
2024,2024,2024,2029,177.069.445.505,-,177.069.445.505,2029.0,177069445505.0,,177069445505.0
,,,,774.790.781.980,-,774.790.781.980,,774790781980.0,,774790781980.0
