row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGẮN HẠN,100,,6.562.704.387.398,4.752.808.565.378,,100.0,,6562704387398.0,4752808565378.0
I.,I.,I.,Tiền,110,4,166.077.200.003,107.427.184.440,,110.0,4.0,166077200003.0,107427184440.0
1.,1.,1.,Tiền,111,,166.077.200.003,107.427.184.440,,111.0,,166077200003.0,107427184440.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,5,4.523.657.452.136,3.304.002.000.600,,120.0,5.0,4523657452136.0,3304002000600.0
1.,1.,1.,Chứng khoán kinh doanh,121,,4.547.632.976.936,3.335.241.177.454,,121.0,,4547632976936.0,3335241177454.0
2.,2.,2.,Dự phòng giảm giá chứng khoán kinh doanh,122,,(23.975.524.800),(31.239.176.854),,122.0,,-23975524800.0,-31239176854.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,1.296.901.014.225,1.113.926.122.701,,130.0,,1296901014225.0,1113926122701.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,322.891.928.179,163.924.926.522,,131.0,6.0,322891928179.0,163924926522.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,7,298.984.861.697,216.877.826.892,,132.0,7.0,298984861697.0,216877826892.0
3.,3.,3.,Phải thu về cho vay ngắn hạn,135,8,304.625.000.000,443.500.000.000,,135.0,8.0,304625000000.0,443500000000.0
4.,4.,4.,Phải thu ngắn hạn khác,136,9,384.572.019.859,303.796.164.797,,136.0,9.0,384572019859.0,303796164797.0
5.,5.,5.,Dự phòng phải thu ngắn hạn khó đòi,137,10,(14.172.795.510),(14.172.795.510),,137.0,10.0,-14172795510.0,-14172795510.0
IV.,IV.,IV.,Hàng tồn kho,140,11,520.138.320.861,204.337.259.216,,140.0,11.0,520138320861.0,204337259216.0
1.,1.,1.,Hàng tồn kho,141,,520.138.320.861,204.337.259.216,,141.0,,520138320861.0,204337259216.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,55.930.400.173,23.115.998.421,,150.0,,55930400173.0,23115998421.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,12,15.291.277.467,6.182.519.202,,151.0,12.0,15291277467.0,6182519202.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,34.142.224.212,12.583.647.189,,152.0,,34142224212.0,12583647189.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,18,6.496.898.494,4.349.832.030,,153.0,18.0,6496898494.0,4349832030.0
