row_label_raw,row_label_full,col_0,2022Theo báo cáotrước đãyVND,2022Điều chinhcủa Kiểm toánNhà nướcVND,2022Đã điều chỉnh lạiVND,numeric__2022Theo báo cáotrước đãyVND,numeric__2022Điều chinhcủa Kiểm toánNhà nướcVND,numeric__2022Đã điều chỉnh lạiVND
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,89.238.087.443,(16.074.846.523),73.163.240.920,89238087443.0,-16074846523.0,73163240920.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,163.830.496.519,(41.455.433.523),122.375.062.996,163830496519.0,-41455433523.0,122375062996.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,2.481.458.243,341.643.458,2.823.101.701,2481458243.0,341643458.0,2823101701.0
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,202.264.897.884,57.871.923.504,260.136.821.388,202264897884.0,57871923504.0,260136821388.0
Lợi nhuận sau thuế TNDN,Lợi nhuận sau thuế TNDN,Lợi nhuận sau thuế TNDN,201.856.138.488,57.871.923.504,259.728.061.992,201856138488.0,57871923504.0,259728061992.0
