row_label_raw,row_label_full,col_0,Chi phí đấttrả trướcVND,Công cụvà dụng cụVND,Chi phíkhácVND,Tổng cộngVND,numeric__Chi phí đấttrả trướcVND,numeric__Công cụvà dụng cụVND,numeric__Chi phíkhácVND,numeric__Tổng cộngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,39.463.446.395,5.728.830.628,243.357.469,45.435.634.492,39463446395.0,5728830628.0,243357469.0,45435634492.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,2.407.250.782,104.091.673,2.511.342.455,,2407250782.0,104091673.0,2511342455.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(1.043.463.876),(4.179.090.788),(344.943.827),(5.567.498.491),-1043463876.0,-4179090788.0,-344943827.0,-5567498491.0
Thanh lý,Thanh lý,Thanh lý,(4.428.039.226),-,-,(4.428.039.226),-4428039226.0,,,-4428039226.0
Phân loại lại,Phân loại lại,Phân loại lại,-,443.775.948,(443.775.948),-,,443775948.0,-443775948.0,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,33.991.943.293,4.400.766.570,(441.270.633),37.951.439.230,33991943293.0,4400766570.0,-441270633.0,37951439230.0
