row_label_raw,row_label_full,col_0,2022Theo báo cáotrước đâyVND,2022Điều chinhcủa Kiểm toánNhà nướcVND,2022Đã điều chỉnh lạiVND,numeric__2022Theo báo cáotrước đâyVND,numeric__2022Điều chinhcủa Kiểm toánNhà nướcVND,numeric__2022Đã điều chỉnh lạiVND
Lợi nhuận kế toán trước thuếCác khoản dự phòngBiến động các khoản phải thuBiến động các khoản phải trả và nợ phải trả khác,Lợi nhuận kế toán trước thuếCác khoản dự phòngBiến động các khoản phải thuBiến động các khoản phải trả và nợ phải trả khác,Lợi nhuận kế toán trước thuếCác khoản dự phòngBiến động các khoản phải thuBiến động các khoản phải trả và nợ phải trả khác,202.264.897.88477.450.075.257(46.971.497.562),57.871.923.504(57.530.280.046)-,260.136.821.38819.919.795.211(46.971.497.562),,,
Lợi nhuận kế toán trước thuếCác khoản dự phòngBiến động các khoản phải thuBiến động các khoản phải trả và nợ phải trả khác,Lợi nhuận kế toán trước thuếCác khoản dự phòngBiến động các khoản phải thuBiến động các khoản phải trả và nợ phải trả khác > Lợi nhuận kế toán trước thuếCác khoản dự phòngBiến động các khoản phải thuBiến động các khoản phải trả và nợ phải trả khác,Lợi nhuận kế toán trước thuếCác khoản dự phòngBiến động các khoản phải thuBiến động các khoản phải trả và nợ phải trả khác,(74.557.734.233),(341.643.458),(74.899.377.691),-74557734233.0,-341643458.0,-74899377691.0
