row_label_raw,row_label_full,col_0,31/12/2023VND,1/1/2023VNDĐã điều chỉnh lại,numeric__31/12/2023VND,numeric__1/1/2023VNDĐã điều chỉnh lại
Cổ tức phải thu,Cổ tức phải thu,Cổ tức phải thu,183.077.154.359,262.947.038.459,183077154359.0,262947038459.0
Các khoản trả hộ Công ty TNHH Tổng Công ty,Các khoản trả hộ Công ty TNHH Tổng Công ty,Các khoản trả hộ Công ty TNHH Tổng Công ty,,,,
Dệt May Miền Nam – Vinatex (i),Các khoản trả hộ Công ty TNHH Tổng Công ty > Dệt May Miền Nam – Vinatex (i),Dệt May Miền Nam – Vinatex (i),30.215.687.677,30.000.000.000,30215687677.0,30000000000.0
Tiền lãi cho vay,Các khoản trả hộ Công ty TNHH Tổng Công ty > Tiền lãi cho vay,Tiền lãi cho vay,23.066.079.425,18.955.633.316,23066079425.0,18955633316.0
Lãi tiền gửi,Các khoản trả hộ Công ty TNHH Tổng Công ty > Lãi tiền gửi,Lãi tiền gửi,12.976.570.138,8.218.338.130,12976570138.0,8218338130.0
Lãi và phí quản lý khoản vay ADB,Các khoản trả hộ Công ty TNHH Tổng Công ty > Lãi và phí quản lý khoản vay ADB,Lãi và phí quản lý khoản vay ADB,7.620.107.643,5.856.430.400,7620107643.0,5856430400.0
Tạm ứng cho công nhân viên,Các khoản trả hộ Công ty TNHH Tổng Công ty > Tạm ứng cho công nhân viên,Tạm ứng cho công nhân viên,2.886.377.785,1.283.001.143,2886377785.0,1283001143.0
Phải thu khác liên quan đến nghĩa vụ bảo lãnh đối với khoản nợ ngân hàng của một đơn vị thành viên của,Phải thu khác liên quan đến nghĩa vụ bảo lãnh đối với khoản nợ ngân hàng của một đơn vị thành viên của,Phải thu khác liên quan đến nghĩa vụ bảo lãnh đối với khoản nợ ngân hàng của một đơn vị thành viên của,,,,
Tập đoàn Đệt May Việt Nam,Phải thu khác liên quan đến nghĩa vụ bảo lãnh đối với khoản nợ ngân hàng của một đơn vị thành viên của > Tập đoàn Đệt May Việt Nam,Tập đoàn Đệt May Việt Nam,-,41.455.433.523,,41455433523.0
Phải thu về nhận bởi thường bảo hiểm,Phải thu khác liên quan đến nghĩa vụ bảo lãnh đối với khoản nợ ngân hàng của một đơn vị thành viên của > Phải thu về nhận bởi thường bảo hiểm,Phải thu về nhận bởi thường bảo hiểm,-,30.480.348.882,,30480348882.0
Phải thu từ Công ty Cổ phần Đệt May Liên Phương,Phải thu khác liên quan đến nghĩa vụ bảo lãnh đối với khoản nợ ngân hàng của một đơn vị thành viên của > Phải thu từ Công ty Cổ phần Đệt May Liên Phương,Phải thu từ Công ty Cổ phần Đệt May Liên Phương,-,22.001.000.000,,22001000000.0
Phải thu từ Công ty Cổ phần Sản xuất Xuất nhập khẩu,Phải thu từ Công ty Cổ phần Sản xuất Xuất nhập khẩu,Phải thu từ Công ty Cổ phần Sản xuất Xuất nhập khẩu,,,,
Dệt May do thanh toán hộ,Phải thu từ Công ty Cổ phần Sản xuất Xuất nhập khẩu > Dệt May do thanh toán hộ,Dệt May do thanh toán hộ,-,10.010.904.110,,10010904110.0
Các khoản phải thu ngắn hạn khác,Phải thu từ Công ty Cổ phần Sản xuất Xuất nhập khẩu > Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,3.017.803.555,1.756.939.918,3017803555.0,1756939918.0
,,,262.859.780.582,432.965.067.881,262859780582.0,432965067881.0
