row_label_raw,row_label_full,col_0,1/1/2023VND,Số đã nộp trong năm VND,Số phát sinh/ đã thu được trong năm VND,31/12/2023VND,numeric__1/1/2023VND,numeric__Số đã nộp trong năm VND,numeric__Số phát sinh/ đã thu được trong năm VND,numeric__31/12/2023VND
Thuế,Thuế,Thuế,Thuế,Thuế,Thuế,Thuế,,,,
Thuế thu nhập doanh nghiệp,Thuế > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,204.960.646,-,-,204.960.646,204960646.0,,,204960646.0
Văn phòng,Thuế > Văn phòng,Văn phòng,204.960.646,-,-,204.960.646,204960646.0,,,204960646.0
"Tiền thuê đất, thuế đất","Thuế > Tiền thuê đất, thuế đất","Tiền thuê đất, thuế đất",-,2.104.668.503,-,2.104.668.503,,2104668503.0,,2104668503.0
Văn phòng Hà Nội,Thuế > Văn phòng Hà Nội,Văn phòng Hà Nội,-,2.104.668.503,-,2.104.668.503,,2104668503.0,,2104668503.0
,,,204.960.646,2.104.668.503,-,2.309.629.149,204960646.0,2104668503.0,,2309629149.0
