row_label_raw,row_label_full,col_0,Nămđáo hạn,31/12/2023VND,1/1/2023VND,numeric__Nămđáo hạn,numeric__31/12/2023VND,numeric__1/1/2023VND
Phải thu về cho vay các công ty con,Phải thu về cho vay các công ty con,Phải thu về cho vay các công ty con,Phải thu về cho vay các công ty con,Phải thu về cho vay các công ty con,Phải thu về cho vay các công ty con,,,
▪ Công ty Cổ phần Đệt May Huế (i),Phải thu về cho vay các công ty con > ▪ Công ty Cổ phần Đệt May Huế (i),▪ Công ty Cổ phần Đệt May Huế (i),2025,23.200.000.000,46.400.000.000,2025.0,23200000000.0,46400000000.0
▪ Tổng Công ty Cổ phần Phong Phú (ii),Phải thu về cho vay các công ty con > ▪ Tổng Công ty Cổ phần Phong Phú (ii),▪ Tổng Công ty Cổ phần Phong Phú (ii),2035,509.186.881.533,508.647.385.403,2035.0,509186881533.0,508647385403.0
▪ Tổng Công ty Cổ phần Đệt May Hà Nội (ii),Phải thu về cho vay các công ty con > ▪ Tổng Công ty Cổ phần Đệt May Hà Nội (ii),▪ Tổng Công ty Cổ phần Đệt May Hà Nội (ii),2035,208.029.438.124,207.809.025.661,2035.0,208029438124.0,207809025661.0
▪ Tổng Công ty Cổ phần Đệt May Hòa Thọ (ii),Phải thu về cho vay các công ty con > ▪ Tổng Công ty Cổ phần Đệt May Hòa Thọ (ii),▪ Tổng Công ty Cổ phần Đệt May Hòa Thọ (ii),2035,204.831.198.831,204.614.175.079,2035.0,204831198831.0,204614175079.0
▪ Tổng Công ty Cổ phần Đệt May Nam Định – Khoản 1 (ii),Phải thu về cho vay các công ty con > ▪ Tổng Công ty Cổ phần Đệt May Nam Định – Khoản 1 (ii),▪ Tổng Công ty Cổ phần Đệt May Nam Định – Khoản 1 (ii),2035,128.842.329.277,128.705.817.681,2035.0,128842329277.0,128705817681.0
▪ Công ty Cổ phần Đệt May Huế (ii),Phải thu về cho vay các công ty con > ▪ Công ty Cổ phần Đệt May Huế (ii),▪ Công ty Cổ phần Đệt May Huế (ii),2035,77.826.536.826,77.744.077.688,2035.0,77826536826.0,77744077688.0
▪ Công ty TNHH MTV Đệt 8-3 (ii),Phải thu về cho vay các công ty con > ▪ Công ty TNHH MTV Đệt 8-3 (ii),▪ Công ty TNHH MTV Đệt 8-3 (ii),2035,72.757.931.393,72.680.842.708,2035.0,72757931393.0,72680842708.0
▪ Công ty TNHH MTV Đệt Kim Đông Xuân – Khoản 1 (ii),Phải thu về cho vay các công ty con > ▪ Công ty TNHH MTV Đệt Kim Đông Xuân – Khoản 1 (ii),▪ Công ty TNHH MTV Đệt Kim Đông Xuân – Khoản 1 (ii),2035,57.640.517.695,57.579.446.116,2035.0,57640517695.0,57579446116.0
▪ Công ty TNHH MTV Đệt Kim Đông Xuân – Khoản 2 (iv),Phải thu về cho vay các công ty con > ▪ Công ty TNHH MTV Đệt Kim Đông Xuân – Khoản 2 (iv),▪ Công ty TNHH MTV Đệt Kim Đông Xuân – Khoản 2 (iv),2027,34.942.959.288,46.342.959.288,2027.0,34942959288.0,46342959288.0
▪ Tổng Công ty Cổ phần Đệt May Nam Định – Khoản 2 (v),Phải thu về cho vay các công ty con > ▪ Tổng Công ty Cổ phần Đệt May Nam Định – Khoản 2 (v),▪ Tổng Công ty Cổ phần Đệt May Nam Định – Khoản 2 (v),2025,21.600.000.000,43.200.000.000,2025.0,21600000000.0,43200000000.0
▪ Công ty TNHH MTV Đệt Kim Đông Phương,Phải thu về cho vay các công ty con > ▪ Công ty TNHH MTV Đệt Kim Đông Phương,▪ Công ty TNHH MTV Đệt Kim Đông Phương,-,-,3.200.000.000,,,3200000000.0
▪ Công ty Cổ phần Sản xuất Xuất nhập khẩu Đệt May,Phải thu về cho vay các công ty con > ▪ Công ty Cổ phần Sản xuất Xuất nhập khẩu Đệt May,▪ Công ty Cổ phần Sản xuất Xuất nhập khẩu Đệt May,-,-,89.010.290.454,,,89010290454.0
,,,,1.338.857.792.967,1.485.934.020.078,,1338857792967.0,1485934020078.0
