row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2023 VND,1/1/2023 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2023 VND,numeric__1/1/2023 VND Đã điều chỉnh lại
Tài sản dài hạn(200 = 210 + 220 + 240 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 240 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 240 + 250 + 260),200,,5.749.096.845.268,6.169.213.557.860,200.0,,5749096845268.0,6169213557860.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,1.791.695.774.317,2.019.143.246.695,210.0,,1791695774317.0,2019143246695.0
Phải thu dài hạn của khách hàng,Phải thu dài hạn của khách hàng,Phải thu dài hạn của khách hàng,211,6(b),61.843.907.911,61.843.907.911,211.0,,61843907911.0,61843907911.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,8(b),1.338.857.792.967,1.485.934.020.078,215.0,,1338857792967.0,1485934020078.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,9(b),390.994.073.439,471.365.318.706,216.0,,390994073439.0,471365318706.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,755.751.424.697,855.157.298.691,220.0,,755751424697.0,855157298691.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,11,699.603.530.456,797.363.441.490,221.0,11.0,699603530456.0,797363441490.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,1.659.862.020.373,1.657.691.236.575,222.0,,1659862020373.0,1657691236575.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(960.258.489.917),(860.327.795.085),223.0,,-960258489917.0,-860327795085.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,12,56.147.894.241,57.793.857.201,227.0,12.0,56147894241.0,57793857201.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,81.905.473.511,81.790.248.511,228.0,,81905473511.0,81790248511.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(25.757.579.270),(23.996.391.310),229.0,,-25757579270.0,-23996391310.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,274.187.600.718,199.397.851.883,240.0,,274187600718.0,199397851883.0
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,242,13,274.187.600.718,199.397.851.883,242.0,13.0,274187600718.0,199397851883.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,5(b),2.889.510.606.306,3.050.079.526.099,250.0,,2889510606306.0,3050079526099.0
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,251,,2.191.080.629.010,2.142.081.329.010,251.0,,2191080629010.0,2142081329010.0
Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,252,,1.038.269.855.779,1.047.077.855.779,252.0,,1038269855779.0,1047077855779.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,,39.789.498.900,39.789.498.900,253.0,,39789498900.0,39789498900.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,254,,(379.629.377.383),(178.869.157.590),254.0,,-379629377383.0,-178869157590.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,37.951.439.230,45.435.634.492,260.0,,37951439230.0,45435634492.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,14,37.951.439.230,45.435.634.492,261.0,14.0,37951439230.0,45435634492.0
TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),270,,8.018.877.835.029,8.543.000.995.892,270.0,,8018877835029.0,8543000995892.0
