row_label_raw,row_label_full,68,Công ty Cổ phần Công nghệ Ihouzz,numeric__Công ty Cổ phần Công nghệ Ihouzz
69,69,69,Công ty Cổ phần Dịch vụ Quản lý Tài sản và Đầu tư Asahi Japan,
70,70,70,Công ty Cổ phần Dịch vụ Tài chính Bất động sản Tulip,
71,71,71,Công ty TNHH Nông nghiệp Lifarm,
72,72,72,Công ty Cổ phần Tư vấn Đầu tư S-Advices,
73,73,73,Công ty TNHH Tư vấn S-Media,
74,74,74,Công ty TNHH S-O Farm,
75,75,75,Công ty TNHH Regal Food,
76,76,76,Công ty TNHH Công nghệ S-Tech,
77,77,77,Công ty Cổ phần dịch vụ Asahi Luxstay,
78,78,78,Công ty TNHH MTV Regal Hotels&Resort,
79,79,79,Công ty Cổ phần Đất Xanh Commercial,
80,80,80,Công ty Cổ phần Thương mại Dịch vụ Việt Nhật Cares,
81,81,81,Công ty Cổ phần Dịch Vụ Bất Đông Sản Đông Bắc Bộ Homes,
82,82,82,Công ty TNHH MTV Cara Smart City,
83,83,83,Công Ty Cổ phần Đầu tư và Phát triển BDS Ngọc Khánh,
84,84,84,Công ty Cổ phần Bảo vệ Minh An,
85,85,85,Công Ty TNHH Đầu Tư Kinh Doanh Bất Đông Sản Lan Anh,
86,86,86,Công ty TNHH Thương mại và Phát triển Eastern Lotus,
87,87,87,Công Ty TNHH Magnolia Southern Holdings,
88,88,88,Công Ty TNHH BDS Hoa Phương Đỏ,
89,89,89,Công ty Cổ Phần Bất Đông Sản Thuận An City,
90,90,90,Công ty TNHH Đầu Tư Lê Gia Newland,
91,91,91,Công ty Cổ Phần Dịch vụ và Địa ốc Thăng Long,
92,92,92,Công ty TNHH Phát Triển BDS Orchid Land,
