row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Phụ lục 1,Phụ lục 1,Phụ lục 1,Công ty con,
Công ty Cổ phần Đất Xanh Capital,Công ty Cổ phần Đất Xanh Capital,Công ty Cổ phần Đất Xanh Capital,Công ty liên kết,
Đất Xanh Miền Nam,Đất Xanh Miền Nam,Đất Xanh Miền Nam,Công ty liên kết,
Công ty TNHH Bất động sản Lan Anh,Công ty TNHH Bất động sản Lan Anh,Công ty TNHH Bất động sản Lan Anh,Công ty liên kết,
Công ty TNHH Đầu tư Lê Gia Newland,Công ty TNHH Đầu tư Lê Gia Newland,Công ty TNHH Đầu tư Lê Gia Newland,Công ty liên kết,
Công ty TNHH Tư vấn và Đầu tư Tadugo,Công ty TNHH Tư vấn và Đầu tư Tadugo,Công ty TNHH Tư vấn và Đầu tư Tadugo,Công ty liên kết,
"Công ty Cổ phần Bất động sản Indochine (""Indochine"")","Công ty Cổ phần Bất động sản Indochine (""Indochine"")","Công ty Cổ phần Bất động sản Indochine (""Indochine"")",Công ty liên kết,
Công ty Cổ phần Nhà Ô Ngay Reco,Công ty Cổ phần Nhà Ô Ngay Reco,Công ty Cổ phần Nhà Ô Ngay Reco,Công ty liên kết,
Công ty Cổ phần Sight Realty,Công ty Cổ phần Sight Realty,Công ty Cổ phần Sight Realty,Công ty liên kết,
Ông Lương Ngọc Huy,Ông Lương Ngọc Huy,Ông Lương Ngọc Huy,Chủ tịch kiểm Phó Tổng Giám đốc,
Ông Lương Trí Thìn,Ông Lương Trí Thìn,Ông Lương Trí Thìn,Thành viên HĐQT,
Ông Nguyễn Phạm Anh Tài,Ông Nguyễn Phạm Anh Tài,Ông Nguyễn Phạm Anh Tài,Thành viên HĐQT,
Ông Bùi Ngọc Đức,Ông Bùi Ngọc Đức,Ông Bùi Ngọc Đức,Thành viên HĐQT kiểm Tổng Giám đốc,
Ông Hà Đức Hiếu,Ông Hà Đức Hiếu,Ông Hà Đức Hiếu,Thành viên HĐQT,
Bà Đỗ Thị Thái,Bà Đỗ Thị Thái,Bà Đỗ Thị Thái,Phó Tổng Giám đốc,
Ông Nguyễn Trường Sơn,Ông Nguyễn Trường Sơn,Ông Nguyễn Trường Sơn,Phó Tổng Giám đốc,
Ông Lê Đăng Quốc Hùng,Ông Lê Đăng Quốc Hùng,Ông Lê Đăng Quốc Hùng,Giám đốc tài chính,
