row_label_raw,row_label_full,STT,Tên công ty con,Tên viết tất,Lĩnh vực kinh doanh,Tình trang hoạt động,Tỷ lệ biểu quyết (%),numeric__Tên công ty con,numeric__Tên viết tất,numeric__Lĩnh vực kinh doanh,numeric__Tình trang hoạt động,numeric__Tỷ lệ biểu quyết (%)
46,46,46,Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Đồng Nai,BĐS Đồng Nai,Kinh doanh và môi giới BĐS,Đang hoạt động,100,,,,,100.0
47,47,47,Công ty Cổ phần Bất động sản GPT,Đất Xanh Premium,Kinh doanh và môi giới BĐS,Đang hoạt động,59,,,,,59.0
48,48,48,Công ty Cổ phần Bất động sản Linkgroup,Linkgroup,Kinh doanh và môi giới BĐS,Đang hoạt động,"80,47",,,,,80.47
49,49,49,Công ty TNHH Đầu tư Linkland,Linkland Invest,Kinh doanh và môi giới BĐS,Đang hoạt động,100,,,,,100.0
50,50,50,Công ty Cổ phần Đầu tư Bất động sản Linkhouse,Linkhouse,Kinh doanh và môi giới BĐS,Đang hoạt động,51,,,,,51.0
51,51,51,Công ty Cổ phần Bất động sản Linkhouse Miền Trung,Linkhouse Miền Trung,Kinh doanh và môi giới BĐS,Đang hoạt động,51,,,,,51.0
52,52,52,Công ty Cổ phần Bất động sản Ecohome,Ecohome,Kinh doanh và môi giới BĐS,Đang hoạt động,100,,,,,100.0
53,53,53,Công ty Cổ phần Dịch vụ và Đầu tư Bất động sản Hùng Vương,Hùng Vương,Kinh doanh và môi giới BĐS,Đang hoạt động,"54,26",,,,,54.26
54,54,54,Công ty Cổ phần Dịch vụ và Đầu tư Bất động sản Kinh Bắc,Kinh Bắc,Kinh doanh và môi giới BĐS,Đang hoạt động,83,,,,,83.0
55,55,55,Công ty Cổ phần Bất động sản S-Homes Group,S-Homes,Kinh doanh và môi giới BĐS,Đang hoạt động,87,,,,,87.0
56,56,56,Công ty Cổ phần Dịch vụ Bất động sản Duyên Hải Miền Tây,Duyên Hải Miền Tây,Kinh doanh và môi giới BĐS,Đang hoạt động,66,,,,,66.0
57,57,57,Công ty Cổ phần Tiptek,Tiptek,Kinh doanh và môi giới BĐS,Đang hoạt động,"64,90",,,,,64.9
58,58,58,Công ty Cổ phần Propcom,Propcom,Kinh doanh và môi giới BĐS,Đang hoạt động,99,,,,,99.0
59,59,59,Công ty Cổ phần Đầu tư và Dịch vụ DN Premium,DN Premium,Kinh doanh BĐS,Đang hoạt động,51,,,,,51.0
60,60,60,Công ty Cổ phần Bất động sản City Invest,City Invest,Kinh doanh và môi giới BĐS,Đang hoạt động,55,,,,,55.0
61,61,61,Công ty TNHH Đầu Tư Bất động sản Phúc Hưng Phát,Phúc Hưng Phát,Kinh doanh và môi giới BĐS,Đang hoạt động,100,,,,,100.0
62,62,62,Công ty Cổ phần Đầu tư và Dịch vụ Bất động sản Tây Nam,Tây Nam,Kinh doanh và môi giới BĐS,Đang hoạt động,"56,5",,,,,56.5
63,63,63,Công ty Cổ phần Đầu tư Sapphire Tower,Sapphire,Kinh doanh và môi giới BĐS,Đang làm thủ tục giải thể,100,,,,,100.0
64,64,64,Công ty Cổ phần đầu tư Emerald Tower,Emerald,Kinh doanh và môi giới BĐS,Đang làm thủ tục giải thể,100,,,,,100.0
65,65,65,Công ty Cổ phần DAMC,DAMC,Kinh doanh và môi giới BĐS,Đang làm thủ tục giải thể,100,,,,,100.0
66,66,66,Công ty TNHH Xây dựng Thương mại Dịch vụ Hà Thuận Hùng,Hà Thuận Hùng,Kinh doanh và môi giới BĐS,Đang hoạt động,51,,,,,51.0
67,67,67,Công ty Cổ phần Công Nghệ Bất động sản Việt Nam,Công Nghệ BĐS,Phát triển công nghệ,Đang hoạt động,"50,99",,,,,50.99
