row_label_raw,row_label_full,col_0,Băng cân đối kế toán riêng,Băng cân đối kế toán riêng_1,Báo cáo kết quả hoạt động kinh doanh riêng,Báo cáo kết quả hoạt động kinh doanh riêng_1,numeric__Băng cân đối kế toán riêng,numeric__Băng cân đối kế toán riêng_1,numeric__Báo cáo kết quả hoạt động kinh doanh riêng,numeric__Báo cáo kết quả hoạt động kinh doanh riêng_1
,,,Số cuối năm,Số đầu năm,Năm nay,Năm trước,,,,
Thuế TNDN đã nộp từ các khoản tiền thanh toán theo tiến độ của khách hàng,Thuế TNDN đã nộp từ các khoản tiền thanh toán theo tiến độ của khách hàng,Thuế TNDN đã nộp từ các khoản tiền thanh toán theo tiến độ của khách hàng,54.666.868.581,-,54.666.868.581,-,54666868581.0,,54666868581.0,
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,54.666.868.581,-,,,54666868581.0,,,
Thu nhập thuế thu nhập hoãn lại tỉnh vào báo cáo kết quả kinh doanh riêng,Thu nhập thuế thu nhập hoãn lại tỉnh vào báo cáo kết quả kinh doanh riêng,Thu nhập thuế thu nhập hoãn lại tỉnh vào báo cáo kết quả kinh doanh riêng,Thu nhập thuế thu nhập hoãn lại tỉnh vào báo cáo kết quả kinh doanh riêng,Thu nhập thuế thu nhập hoãn lại tỉnh vào báo cáo kết quả kinh doanh riêng,54.666.868.581,-,,,54666868581.0,
