row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Vốn góp theo các hợp đồng hợp tác kinh doanh (""HĐHTKD"")","Ngắn hạn > Vốn góp theo các hợp đồng hợp tác kinh doanh (""HĐHTKD"")","Vốn góp theo các hợp đồng hợp tác kinh doanh (""HĐHTKD"")",134.646.377.826,135.646.377.826,134646377826.0,135646377826.0
Tạm ứng đầu tư,Ngắn hạn > Tạm ứng đầu tư,Tạm ứng đầu tư,70.930.914.000,71.980.914.000,70930914000.0,71980914000.0
"Ký quỹ, ký cược","Ngắn hạn > Ký quỹ, ký cược","Ký quỹ, ký cược",39.562.349.323,39.562.349.323,39562349323.0,39562349323.0
Tạm ứng nhân viên,Ngắn hạn > Tạm ứng nhân viên,Tạm ứng nhân viên,8.070.595.503,9.088.037.228,8070595503.0,9088037228.0
Đặt cọc nhận chuyển nhượng dự án,Ngắn hạn > Đặt cọc nhận chuyển nhượng dự án,Đặt cọc nhận chuyển nhượng dự án,-,387.964.800.000,,387964800000.0
Khác,Ngắn hạn > Khác,Khác,2.644.725.811,2.295.997.696,2644725811.0,2295997696.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,255.854.962.463,646.538.476.073,255854962463.0,646538476073.0
Dự phòng phải thu ngắn hạn khác(Thuyết minh số 9),Ngắn hạn > Dự phòng phải thu ngắn hạn khác(Thuyết minh số 9),Dự phòng phải thu ngắn hạn khác(Thuyết minh số 9),(130.965.800.323),(82.365.800.323),-130965800323.0,-82365800323.0
GIÁ TRỊ THUÀN,Ngắn hạn > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,124.889.162.140,564.172.675.750,124889162140.0,564172675750.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu bên khác,Trong đó: > Phải thu bên khác,Phải thu bên khác,149.891.375.573,539.516.765.457,149891375573.0,539516765457.0
Phải thu bên liên quan (Thuyết minh số 30),Trong đó: > Phải thu bên liên quan (Thuyết minh số 30),Phải thu bên liên quan (Thuyết minh số 30),105.963.586.890,107.021.710.616,105963586890.0,107021710616.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Ký quỹ, ký cược dài hạn","Dài hạn > Ký quỹ, ký cược dài hạn","Ký quỹ, ký cược dài hạn",9.393.827.950,9.393.827.950,9393827950.0,9393827950.0
