row_label_raw,row_label_full,Thuế giá trị gia tăng,Số đầu năm > 39.493.038.257,Tăng > 357.317.187.630,Giảm > (178.517.997.175),VND Số cuối năm > 218.292.228.712,numeric__Số đầu năm > 39.493.038.257,numeric__Tăng > 357.317.187.630,numeric__Giảm > (178.517.997.175),numeric__VND Số cuối năm > 218.292.228.712
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,529.337.080,7.301.259.204,(6.308.579.515),1.522.016.769,529337080.0,7301259204.0,-6308579515.0,1522016769.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,21.100.372.213,54.666.868.581,(41.803.476.274),33.963.764.520,21100372213.0,54666868581.0,-41803476274.0,33963764520.0
Khác,Khác,Khác,50.987.960.815,5.199.859.079,(54.270.243.106),1.917.576.788,50987960815.0,5199859079.0,-54270243106.0,1917576788.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,112.110.708.365,424.485.174.494,(280.900.296.070),255.695.586.789,112110708365.0,424485174494.0,-280900296070.0,255695586789.0
