row_label_raw,row_label_full,col_0,Vốn điều lệ triệu đồng,Quỹ đầu tư phát triển triệu đồng,Quỹ dự phòng tài chính triệu đồng,Quỹ dự trữ bổ sung vốn điều lệ triệu đồng,Lợi nhuận sau thuế chưa phân phối triệu đồng,"Vốn đầu tư XDCB, mua sắm TSCĐ triệu đồng",Tổng cộng triệu đồng,numeric__Vốn điều lệ triệu đồng,numeric__Quỹ đầu tư phát triển triệu đồng,numeric__Quỹ dự phòng tài chính triệu đồng,numeric__Quỹ dự trữ bổ sung vốn điều lệ triệu đồng,numeric__Lợi nhuận sau thuế chưa phân phối triệu đồng,"numeric__Vốn đầu tư XDCB, mua sắm TSCĐ triệu đồng",numeric__Tổng cộng triệu đồng
Số dư tại ngày 01 tháng 01 năm 2021,Số dư tại ngày 01 tháng 01 năm 2021,Số dư tại ngày 01 tháng 01 năm 2021,2.649.813,30.770,226.811,113.406,642.757,2.328,3.665.885,2649813.0,30770.0,226811.0,113406.0,642757.0,2328.0,3665885.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,-,,-,330.571,-,330.571,,,,,330571.0,,330571.0
Tăng vốn từ phát hành cổ phiếu để trả cổ tức trong năm,Tăng vốn từ phát hành cổ phiếu để trả cổ tức trong năm,Tăng vốn từ phát hành cổ phiếu để trả cổ tức trong năm,397.263,-,-,-,(397.263),-,-,397263.0,,,,-397263.0,,
Trích bổ sung các quỹ từ lợi nhuận năm trước,Trích bổ sung các quỹ từ lợi nhuận năm trước,Trích bổ sung các quỹ từ lợi nhuận năm trước,-,-,22.841,11.421,(46.549),-,(12.287),,,22841.0,11421.0,-46549.0,,-12287.0
Số dư tại ngày 31 tháng 12 năm 2021,Số dư tại ngày 31 tháng 12 năm 2021,Số dư tại ngày 31 tháng 12 năm 2021,3.047.076,30.770,249.652,124.827,529.516,2.328,3.984.169,3047076.0,30770.0,249652.0,124827.0,529516.0,2328.0,3984169.0
Tăng vốn từ phát hành cổ phiếu để trả cổ tức trong năm,Tăng vốn từ phát hành cổ phiếu để trả cổ tức trong năm,Tăng vốn từ phát hành cổ phiếu để trả cổ tức trong năm,463.564,-,-,-,(463.564),-,-,463564.0,,,,-463564.0,,
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,-,-,-,365.787,-,365.787,,,,,365787.0,,365787.0
Trích bổ sung các quỹ từ lợi nhuận năm trước,Trích bổ sung các quỹ từ lợi nhuận năm trước,Trích bổ sung các quỹ từ lợi nhuận năm trước,-,-,33.057,16.528,(64.461),-,(14.876),,,33057.0,16528.0,-64461.0,,-14876.0
Số dư tại ngày 31 tháng 12 năm 2022,Số dư tại ngày 31 tháng 12 năm 2022,Số dư tại ngày 31 tháng 12 năm 2022,3.510.640,30.770,282.709,141.355,367.278,2.328,4.335.080,3510640.0,30770.0,282709.0,141355.0,367278.0,2328.0,4335080.0
