row_label_raw,row_label_full,col_0,Tỷ lệ trích %,Số tiền triệu đồng,numeric__Tỷ lệ trích %,numeric__Số tiền triệu đồng
Quỹ dự trữ bổ sung vốn điều lệ,Quỹ dự trữ bổ sung vốn điều lệ,Quỹ dự trữ bổ sung vốn điều lệ,5%,16.528,0.05,16528.0
Quỹ dự phòng tài chính,Quỹ dự phòng tài chính,Quỹ dự phòng tài chính,10%,33.057,0.1,33057.0
Quỹ khen thưởng,Quỹ khen thưởng,Quỹ khen thưởng,"2,5%",8.264,0.025,8264.0
Quỹ phúc lợi,Quỹ phúc lợi,Quỹ phúc lợi,1%,3.306,0.01,3306.0
"Khen thưởng Hội đồng quản trị, Ban kiểm soát, Ban điều hành","Khen thưởng Hội đồng quản trị, Ban kiểm soát, Ban điều hành","Khen thưởng Hội đồng quản trị, Ban kiểm soát, Ban điều hành",1%,3.306,0.01,3306.0
,,,,64.461,,64461.0
