row_label_raw,row_label_full,col_0,2022 triệu đồng,2021 triệu đồng,numeric__2022 triệu đồng,numeric__2021 triệu đồng
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",663,588,663.0,588.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,182.930,170.321,182930.0,170321.0
Chi lương và phụ cấp,Chi lương và phụ cấp,Chi lương và phụ cấp,161.924,149.565,161924.0,149565.0
Các khoản chỉ đóng góp theo lương,Các khoản chỉ đóng góp theo lương,Các khoản chỉ đóng góp theo lương,13.186,13.364,13186.0,13364.0
Chi trợ cấp,Chi trợ cấp,Chi trợ cấp,258,480,258.0,480.0
Chi khác cho nhân viên,Chi khác cho nhân viên,Chi khác cho nhân viên,7.562,6.912,7562.0,6912.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,48.840,51.582,48840.0,51582.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,15.098,12.826,15098.0,12826.0
Chi khác về tài sản,Chi khác về tài sản,Chi khác về tài sản,33.742,38.756,33742.0,38756.0
Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,88.606,36.582,88606.0,36582.0
Công tác phí,Công tác phí,Công tác phí,6.942,2.603,6942.0,2603.0
Chi về các hoạt động đoàn thể của TCTD,Chi về các hoạt động đoàn thể của TCTD,Chi về các hoạt động đoàn thể của TCTD,3.829,1.599,3829.0,1599.0
Chi phí khác,Chi phí khác,Chi phí khác,77.835,32.380,77835.0,32380.0
Trích lập/(Hoàn nhập) dự phòng rủi ro,Trích lập/(Hoàn nhập) dự phòng rủi ro,Trích lập/(Hoàn nhập) dự phòng rủi ro,6.199,(10.442),6199.0,-10442.0
Trích lập dự phòng rủi ro đầu tư dài hạn (Thuyết minh số 12),Trích lập dự phòng rủi ro đầu tư dài hạn (Thuyết minh số 12),Trích lập dự phòng rủi ro đầu tư dài hạn (Thuyết minh số 12),2.894,91,2894.0,91.0
Trích lập/(Hoàn nhập) dự phòng rủi ro Tài sản Có khác (Thuyết minh số 14.4),Trích lập/(Hoàn nhập) dự phòng rủi ro Tài sản Có khác (Thuyết minh số 14.4),Trích lập/(Hoàn nhập) dự phòng rủi ro Tài sản Có khác (Thuyết minh số 14.4),3.305,(10.533),3305.0,-10533.0
,,,327.238,248.631,327238.0,248631.0
