row_label_raw,row_label_full,col_0,Thuyết minh,2022 triệu đồng,2021 triệu đồng,numeric__Thuyết minh,numeric__2022 triệu đồng,numeric__2021 triệu đồng
LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,2.256.675,1.858.267,,2256675.0,1858267.0
Chi phí lãi và các chi phí tương tự đã trả,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,,(1.457.389),(783.896),,-1457389.0,-783896.0
Thu nhập từ hoạt động dịch vụ nhận được,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,20.875,44.808,,20875.0,44808.0
"Chênh lệch số tiền (thực chi)/thực thu từ hoạt động kinh doanh chứng khoán, ngoại tệ","LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Chênh lệch số tiền (thực chi)/thực thu từ hoạt động kinh doanh chứng khoán, ngoại tệ","Chênh lệch số tiền (thực chi)/thực thu từ hoạt động kinh doanh chứng khoán, ngoại tệ",,(96.462),69.681,,-96462.0,69681.0
(Chi phí)/Thu nhập khác,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > (Chi phí)/Thu nhập khác,(Chi phí)/Thu nhập khác,,(37.410),14.093,,-37410.0,14093.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",28,260.844,228.005,28.0,260844.0,228005.0
"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,(318.647),(247.437),,-318647.0,-247437.0
Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,20,(71.047),(62.037),20.0,-71047.0,-62037.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,,557.439,1.121.484,,557439.0,1121484.0
Những thay đổi về tài sản hoạt động,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,(4.762.870),(6.253.583),,-4762870.0,-6253583.0
Giảm/(Tăng) các khoản tiền gửi và cho vay TCTD khác,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm/(Tăng) các khoản tiền gửi và cho vay TCTD khác,Giảm/(Tăng) các khoản tiền gửi và cho vay TCTD khác,,2.904.450,(2.696.549),,2904450.0,-2696549.0
Giảm các khoản về kinh doanh chứng khoán,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm các khoản về kinh doanh chứng khoán,Giảm các khoản về kinh doanh chứng khoán,,1.590.176,2.957.402,,1590176.0,2957402.0
Tăng các khoản cho vay khách hàng,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,,(7.502.594),(4.820.169),,-7502594.0,-4820169.0
