row_label_raw,row_label_full,col_0,Thuyết minh,2022 triệu đồng,2021 triệu đồng,numeric__Thuyết minh,numeric__2022 triệu đồng,numeric__2021 triệu đồng
"Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản","LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản","Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản",10,(186.248),(528.720),10.0,-186248.0,-528720.0
Tăng khác về tài sản hoạt động,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng khác về tài sản hoạt động,Tăng khác về tài sản hoạt động,,(1.568.654),(1.165.547),,-1568654.0,-1165547.0
Những thay đổi về nợ phải trả hoạt động,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,,9.145.769,3.034.623,,9145769.0,3034623.0
Tăng/(Giảm) các khoản tiền gửi và vay các tổ chức tín dụng,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng/(Giảm) các khoản tiền gửi và vay các tổ chức tín dụng,Tăng/(Giảm) các khoản tiền gửi và vay các tổ chức tín dụng,,3.595.660,(1.498.131),,3595660.0,-1498131.0
Giảm tiền gửi của khách hàng,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm tiền gửi của khách hàng,Giảm tiền gửi của khách hàng,,(401.635),(2.235.055),,-401635.0,-2235055.0
Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,4.194.000,5.560.000,,4194000.0,5560000.0
"Tăng vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Tăng vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",,1.720.112,1.172.506,,1720112.0,1172506.0
Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,,13.371,-,,13371.0,
Tăng khác về công nợ hoạt động,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng khác về công nợ hoạt động,Tăng khác về công nợ hoạt động,,32.170,43.211,,32170.0,43211.0
Chi từ các quỹ của TCTD,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Chi từ các quỹ của TCTD,Chi từ các quỹ của TCTD,,(7.909),(7.908),,-7909.0,-7908.0
Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,,4.940.338,(2.097.476),,4940338.0,-2097476.0
LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
Mua sắm tài sản cố định,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Mua sắm tài sản cố định,Mua sắm tài sản cố định,,(6.677),(23.653),,-6677.0,-23653.0
"Tiền chi đầu tư, góp vốn vào các đơn vị khác","LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi đầu tư, góp vốn vào các đơn vị khác","Tiền chi đầu tư, góp vốn vào các đơn vị khác",,(13.733),(591.206),,-13733.0,-591206.0
"Tiền thu đầu tư, góp vốn vào các đơn vị khác","LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu đầu tư, góp vốn vào các đơn vị khác","Tiền thu đầu tư, góp vốn vào các đơn vị khác",,641.488,48.900,,641488.0,48900.0
"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",27,11.117,9.268,27.0,11117.0,9268.0
Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động đầu tư,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động đầu tư,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động đầu tư,,632.195,(556.691),,632195.0,-556691.0
