row_label_raw,row_label_full,col_0,Thuyết minh,2022 triệu đồng,2021 triệu đồng,numeric__Thuyết minh,numeric__2022 triệu đồng,numeric__2021 triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,22,2.666.756,1.771.532,22.0,2666756.0,1771532.0
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,23,(1.747.554),(985.405),23.0,-1747554.0,-985405.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,,919.202,786.127,,919202.0,786127.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,130.443,138.143,,130443.0,138143.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,(114.354),(99.453),,-114354.0,-99453.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,24,16.089,38.690,24.0,16089.0,38690.0
Lỗ thuần từ hoạt động kinh doanh ngoại hối,Lỗ thuần từ hoạt động kinh doanh ngoại hối,Lỗ thuần từ hoạt động kinh doanh ngoại hối,25,(38.740),(1.774),25.0,-38740.0,-1774.0
(Lỗ)/Lãi thuần từ mua bán chứng khoán đầu tư,(Lỗ)/Lãi thuần từ mua bán chứng khoán đầu tư,(Lỗ)/Lãi thuần từ mua bán chứng khoán đầu tư,26,(78.518),93.026,26.0,-78518.0,93026.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,294.918,242.743,,294918.0,242743.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,(71.484),(645),,-71484.0,-645.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,28,223.434,242.098,28.0,223434.0,242098.0
"Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",27,102.599,9.868,27.0,102599.0,9868.0
TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,,1.144.066,1.168.035,,1144066.0,1168035.0
TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,29,(327.238),(248.631),29.0,-327238.0,-248631.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,816.828,919.404,,816828.0,919404.0
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,30,(361.482),(507.786),30.0,-361482.0,-507786.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,455.346,411.618,,455346.0,411618.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,20,(89.559),(81.047),20.0,-89559.0,-81047.0
Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,,(89.559),(81.047),,-89559.0,-81047.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,365.787,330.571,,365787.0,330571.0
LÃI CƠ BẢN TRÊN CÓ PHIÉU (ĐỒNG/CÓ PHIÉU),LÃI CƠ BẢN TRÊN CÓ PHIÉU (ĐỒNG/CÓ PHIÉU),LÃI CƠ BẢN TRÊN CÓ PHIÉU (ĐỒNG/CÓ PHIÉU),21.3,995,899,213.0,995.0,899.0
LÃI SUY GIẢM TRÊN CÓ PHIÉU (ĐỒNG/CÓ PHIÉU),LÃI SUY GIẢM TRÊN CÓ PHIÉU (ĐỒNG/CÓ PHIÉU),LÃI SUY GIẢM TRÊN CÓ PHIÉU (ĐỒNG/CÓ PHIÉU),21.3,995,899,213.0,995.0,899.0
