row_label_raw,row_label_full,col_0,Số dư đầu năm triệu đồng,Phát sinh trong năm > Số phải nộp triệu đồng,Phát sinh trong năm > Số đã nộp triệu đồng,Số dư cuối năm triệu đồng,numeric__Số dư đầu năm triệu đồng,numeric__Phát sinh trong năm > Số phải nộp triệu đồng,numeric__Phát sinh trong năm > Số đã nộp triệu đồng,numeric__Số dư cuối năm triệu đồng
Thuế GTGT,Thuế GTGT,Thuế GTGT,292,1.871,(1.931),232,292.0,1871.0,-1931.0,232.0
Thuế Thu nhập doanh nghiệp,Thuế Thu nhập doanh nghiệp,Thuế Thu nhập doanh nghiệp,51.047,89.559,(71.047),69.559,51047.0,89559.0,-71047.0,69559.0
Thuế khác,Thuế khác,Thuế khác,971,28.233,(26.973),2.231,971.0,28233.0,-26973.0,2231.0
,,,52.310,119.663,(99.951),72.022,52310.0,119663.0,-99951.0,72022.0
