row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2022 triệu đồng,31/12/2021 triệu đồng,numeric__Thuyết minh,numeric__31/12/2022 triệu đồng,numeric__31/12/2021 triệu đồng
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,
"Tiền mặt, vàng bạc, đá quý","TÀI SẢN > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",5,2.633,5.271,5.0,2633.0,5271.0
Tiền gửi tại Ngân hàng Nhà nước,TÀI SẢN > Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,6,1.178.325,487.200,6.0,1178325.0,487200.0
Tiền gửi và cho vay các tổ chức tín dụng khác,TÀI SẢN > Tiền gửi và cho vay các tổ chức tín dụng khác,Tiền gửi và cho vay các tổ chức tín dụng khác,7,9.883.853,7.905.910,7.0,9883853.0,7905910.0
Tiền gửi tại các tổ chức tín dụng khác,TÀI SẢN > Tiền gửi tại các tổ chức tín dụng khác,Tiền gửi tại các tổ chức tín dụng khác,,9.883.853,4.651.460,,9883853.0,4651460.0
Cho vay các tổ chức tín dụng khác,TÀI SẢN > Cho vay các tổ chức tín dụng khác,Cho vay các tổ chức tín dụng khác,,-,3.254.450,,,3254450.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,,23.956.552,16.629.192,,23956552.0,16629192.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,9,24.352.548,16.849.954,9.0,24352548.0,16849954.0
Dự phòng rủi ro cho vay khách hàng,TÀI SẢN > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,10,(395.996),(220.762),10.0,-395996.0,-220762.0
Chứng khoán đầu tư,TÀI SẢN > Chứng khoán đầu tư,Chứng khoán đầu tư,11,2.005.084,3.616.056,11.0,2005084.0,3616056.0
Chứng khoán đầu tư sẵn sàng để bán,TÀI SẢN > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,,2.061.694,3.651.870,,2061694.0,3651870.0
Dự phòng giảm giá chứng khoán đầu tư,TÀI SẢN > Dự phòng giảm giá chứng khoán đầu tư,Dự phòng giảm giá chứng khoán đầu tư,,(56.610),(35.814),,-56610.0,-35814.0
"Góp vốn, đầu tư dài hạn","TÀI SẢN > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",12,450.432,989.599,12.0,450432.0,989599.0
Đầu tư dài hạn khác,TÀI SẢN > Đầu tư dài hạn khác,Đầu tư dài hạn khác,,454.206,990.479,,454206.0,990479.0
Dự phòng giảm giá đầu tư dài hạn,TÀI SẢN > Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,,(3.774),(880),,-3774.0,-880.0
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,13,81.882,87.700,13.0,81882.0,87700.0
Tài sản cố định hữu hình,TÀI SẢN > Tài sản cố định hữu hình,Tài sản cố định hữu hình,13.1,30.426,37.349,131.0,30426.0,37349.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,106.377,108.655,,106377.0,108655.0
Khẩu hao tài sản cố định,TÀI SẢN > Khẩu hao tài sản cố định,Khẩu hao tài sản cố định,,(75.951),(71.306),,-75951.0,-71306.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,13.2,51.456,50.351,132.0,51456.0,50351.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,92.421,85.445,,92421.0,85445.0
Hao mòn tài sản cố định,TÀI SẢN > Hao mòn tài sản cố định,Hao mòn tài sản cố định,,(40.965),(35.094),,-40965.0,-35094.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,14,4.639.160,2.666.537,14.0,4639160.0,2666537.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,14.2,3.716.004,2.223.191,142.0,3716004.0,2223191.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",14.1,971.182,565.887,141.0,971182.0,565887.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,14.3,139.900,62.080,143.0,139900.0,62080.0
Các khoản dự phòng rủi ro cho các tài sản,Các khoản dự phòng rủi ro cho các tài sản,Các khoản dự phòng rủi ro cho các tài sản,,,,,,
Có nội bằng khác,Các khoản dự phòng rủi ro cho các tài sản > Có nội bằng khác,Có nội bằng khác,14.4,(187.926),(184.621),144.0,-187926.0,-184621.0
TỔNG TÀI SẢN,Các khoản dự phòng rủi ro cho các tài sản > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,42.197.921,32.387.465,,42197921.0,32387465.0
