row_label_raw,row_label_full,col_0,31/12/2022 triệu đồng,31/12/2021 triệu đồng,numeric__31/12/2022 triệu đồng,numeric__31/12/2021 triệu đồng
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,45.522,46.678,45522.0,46678.0
Phải trả cho nhân viên,Phải trả cho nhân viên,Phải trả cho nhân viên,21.042,29.166,21042.0,29166.0
"Phải trả về Quỹ khen thưởng, phúc lợi","Phải trả về Quỹ khen thưởng, phúc lợi","Phải trả về Quỹ khen thưởng, phúc lợi",24.480,17.512,24480.0,17512.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,211.642,162.614,211642.0,162614.0
Thuế TNDN phải trả (Thuyết minh số 20),Thuế TNDN phải trả (Thuyết minh số 20),Thuế TNDN phải trả (Thuyết minh số 20),69.559,51.047,69559.0,51047.0
Thuế và các khoản phải nộp khác (Thuyết minh số 20),Thuế và các khoản phải nộp khác (Thuyết minh số 20),Thuế và các khoản phải nộp khác (Thuyết minh số 20),2.463,1.263,2463.0,1263.0
Cổ tức phải trả,Cổ tức phải trả,Cổ tức phải trả,25.075,26.728,25075.0,26728.0
Các khoản chờ thanh toán – nghiệp vụ tín dụng,Các khoản chờ thanh toán – nghiệp vụ tín dụng,Các khoản chờ thanh toán – nghiệp vụ tín dụng,47.057,50.442,47057.0,50442.0
Các khoản chờ thanh toán – nghiệp vụ đầu tư,Các khoản chờ thanh toán – nghiệp vụ đầu tư,Các khoản chờ thanh toán – nghiệp vụ đầu tư,11.986,14.083,11986.0,14083.0
Chi phí trích trước,Chi phí trích trước,Chi phí trích trước,10.172,5.174,10172.0,5174.0
Phải trả Nhà cung cấp,Phải trả Nhà cung cấp,Phải trả Nhà cung cấp,38.219,5.998,38219.0,5998.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,7.111,7.879,7111.0,7879.0
,,,257.164,209.292,257164.0,209292.0
