row_label_raw,row_label_full,col_0,31/12/2022triệu đồng,31/12/2021triệu đồng,numeric__31/12/2022triệu đồng,numeric__31/12/2021triệu đồng
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,788.444,3.006.640,788444.0,3006640.0
Trái phiếu Chính phủ,Trái phiếu Chính phủ,Trái phiếu Chính phủ,253.453,257.032,253453.0,257032.0
Chứng khoán Nợ của các TCTD khác trong nước,Chứng khoán Nợ của các TCTD khác trong nước,Chứng khoán Nợ của các TCTD khác trong nước,263.991,265.623,263991.0,265623.0
Chứng khoán Nợ của các TCKT trong nước,Chứng khoán Nợ của các TCKT trong nước,Chứng khoán Nợ của các TCKT trong nước,271.000,1.984.000,271000.0,1984000.0
Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,-,499.985,,499985.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,1.273.250,645.230,1273250.0,645230.0
Chứng khoán Vốn do các TCTD trong nước phát hành,Chứng khoán Vốn do các TCTD trong nước phát hành,Chứng khoán Vốn do các TCTD trong nước phát hành,1.273.250,645.230,1273250.0,645230.0
,,,2.061.694,3.651.870,2061694.0,3651870.0
Dự phòng rủi ro giảm giá chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro giảm giá chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro giảm giá chứng khoán đầu tư sẵn sàng để bán,(56.610),(35.814),-56610.0,-35814.0
Dự phòng cụ thể,Dự phòng cụ thể,Dự phòng cụ thể,(2.226),-,-2226.0,
Dự phòng chung,Dự phòng chung,Dự phòng chung,(2.033),(14.880),-2033.0,-14880.0
Dự phòng rủi ro giảm giá,Dự phòng rủi ro giảm giá,Dự phòng rủi ro giảm giá,(52.351),(20.934),-52351.0,-20934.0
,,,2.005.084,3.616.056,2005084.0,3616056.0
