row_label_raw,row_label_full,col_0,Dự phònggiảm giátriệu đồng,Dự phòngchungtriệu đồng,Dự phòngcụ thểtriệu đồng,Tổng cộngtriệu đồng,numeric__Dự phònggiảm giátriệu đồng,numeric__Dự phòngchungtriệu đồng,numeric__Dự phòngcụ thểtriệu đồng,numeric__Tổng cộngtriệu đồng
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,20.934,14.880,-,35.814,20934.0,14880.0,,35814.0
Số dự phòng trích lập/(hoànnhập) trong năm,Số dự phòng trích lập/(hoànnhập) trong năm,Số dự phòng trích lập/(hoànnhập) trong năm,31.417,(12.847),2.226,20.796,31417.0,-12847.0,2226.0,20796.0
Số dự cuối năm,Số dự cuối năm,Số dự cuối năm,52.351,2.033,2.226,56.610,52351.0,2033.0,2226.0,56610.0
