row_label_raw,row_label_full,col_0,Công cụvà dụng cụVND,Chi phí khácVND,Tổng cộngVND,numeric__Công cụvà dụng cụVND,numeric__Chi phí khácVND,numeric__Tổng cộngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,4.768.283.955,3.931.225.712,8.699.509.667,4768283955.0,3931225712.0,8699509667.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,13.929.726.354,8.499.008.336,22.428.734.690,13929726354.0,8499008336.0,22428734690.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(8.329.547.083),(9.092.522.872),(17.422.069.955),-8329547083.0,-9092522872.0,-17422069955.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,10.368.463.226,3.337.711.176,13.706.174.402,10368463226.0,3337711176.0,13706174402.0
