row_label_raw,row_label_full,col_0,Giá gốc và số có khả năng trả nợ,Giá gốc và số có khả năng trả nợ_1,numeric__Giá gốc và số có khả năng trả nợ,numeric__Giá gốc và số có khả năng trả nợ_1
,,,31/12/2019VND,1/1/2019VND,,
Người bán là các bên liên quan,Người bán là các bên liên quan,Người bán là các bên liên quan,Người bán là các bên liên quan,Người bán là các bên liên quan,,
Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,,
Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh,Các công ty con > Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh,Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh,2.275.538.200,2.284.866.904,2275538200.0,2284866904.0
Công ty TNHH Một thành viên Trung tâm Logistics Xanh,Các công ty con > Công ty TNHH Một thành viên Trung tâm Logistics Xanh,Công ty TNHH Một thành viên Trung tâm Logistics Xanh,2.529.856.801,2.517.459.391,2529856801.0,2517459391.0
Công ty Cổ phần Cảng Xanh VIP,Các công ty con > Công ty Cổ phần Cảng Xanh VIP,Công ty Cổ phần Cảng Xanh VIP,1.051.584.600,634.804.775,1051584600.0,634804775.0
Công ty Cổ phần Container Miền Trung,Các công ty con > Công ty Cổ phần Container Miền Trung,Công ty Cổ phần Container Miền Trung,336.980.001,96.074.001,336980001.0,96074001.0
Công ty TNHH Một thành viên Viconship Hồ Chí Minh,Các công ty con > Công ty TNHH Một thành viên Viconship Hồ Chí Minh,Công ty TNHH Một thành viên Viconship Hồ Chí Minh,180.890.000,377.043.000,180890000.0,377043000.0
Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh,Các công ty con > Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh,Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh,-,487.457.300,,487457300.0
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,
Công ty Cổ phần Cảng dịch vụ Dầu khí Đình Vũ,Công ty liên kết > Công ty Cổ phần Cảng dịch vụ Dầu khí Đình Vũ,Công ty Cổ phần Cảng dịch vụ Dầu khí Đình Vũ,12.481.898.444,7.203.681.503,12481898444.0,7203681503.0
Người bán là các bên thứ ba,Người bán là các bên thứ ba,Người bán là các bên thứ ba,Người bán là các bên thứ ba,Người bán là các bên thứ ba,,
Công ty Cổ phần Xăng dầu Dầu khí PVOIL Hải Phòng,Người bán là các bên thứ ba > Công ty Cổ phần Xăng dầu Dầu khí PVOIL Hải Phòng,Công ty Cổ phần Xăng dầu Dầu khí PVOIL Hải Phòng,3.766.984.821,2.821.226.300,3766984821.0,2821226300.0
Công ty TNHH Thương mại và Dịch vụ Dầu khí Anh Thúy,Người bán là các bên thứ ba > Công ty TNHH Thương mại và Dịch vụ Dầu khí Anh Thúy,Công ty TNHH Thương mại và Dịch vụ Dầu khí Anh Thúy,3.518.043.267,3.553.238.400,3518043267.0,3553238400.0
Công ty Cổ phần Dịch vụ Vận tải và Kho vận Hồng Quân,Người bán là các bên thứ ba > Công ty Cổ phần Dịch vụ Vận tải và Kho vận Hồng Quân,Công ty Cổ phần Dịch vụ Vận tải và Kho vận Hồng Quân,1.877.175.300,2.052.388.250,1877175300.0,2052388250.0
Công ty Cổ phần Thương mại và Dịch vụ VOSCO,Người bán là các bên thứ ba > Công ty Cổ phần Thương mại và Dịch vụ VOSCO,Công ty Cổ phần Thương mại và Dịch vụ VOSCO,1.225.637.974,1.090.039.918,1225637974.0,1090039918.0
Công ty Cổ phần Tiếp vận Quốc tế Song Nguyễn,Người bán là các bên thứ ba > Công ty Cổ phần Tiếp vận Quốc tế Song Nguyễn,Công ty Cổ phần Tiếp vận Quốc tế Song Nguyễn,500.095.440,642.491.800,500095440.0,642491800.0
Công ty CP CMA-CGM Việt Nam,Người bán là các bên thứ ba > Công ty CP CMA-CGM Việt Nam,Công ty CP CMA-CGM Việt Nam,35.260.416,2.826.320.208,35260416.0,2826320208.0
Các nhà cung cấp khác,Người bán là các bên thứ ba > Các nhà cung cấp khác,Các nhà cung cấp khác,7.312.585.385,9.297.757.246,7312585385.0,9297757246.0
,,,37.092.530.649,35.884.848.996,37092530649.0,35884848996.0
