row_label_raw,row_label_full,Hội đồng Quản trị,Ông Nguyễn Hạnh Phúc,Chủ tịch,numeric__Ông Nguyễn Hạnh Phúc,numeric__Chủ tịch
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Bà Mai Kiều Liên,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Bà Đăng Thị Thu Hà,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Lê Thành Liêm,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Michael Chye Hin Fah,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Đỗ Lê Hùng,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Alain Xavier Cany,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Bà Tiêu Yến Trinh,Thành viên,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Vũ Trí Thức,Thành viên (từ ngày 25 tháng 4 năm 2025),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Bà Tongjai Thanachanan,Thành viên (từ ngày 25 tháng 4 năm 2025),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Lee Meng Tat,Thành viên (đến ngày 25 tháng 4 năm 2025),,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Ông Hoàng Ngọc Thạch,Thành viên (đến ngày 25 tháng 4 năm 2025),,
