row_label_raw,row_label_full,col_0,31/12/2025 > % vốn sở hữu và quyền biểu quyết trực tiếp,31/12/2025 > Giá gốc VND,31/12/2025 > Giá trị hợp lý VND,31/12/2025 > Dự phòng giảm giá VND,1/1/2025 > % vốn sở hữu và quyền biểu quyết trực tiếp,1/1/2025 > Giá gốc VND,1/1/2025 > Giá trị hợp lý VND,1/1/2025 > Dự phòng giảm giá VND,numeric__31/12/2025 > % vốn sở hữu và quyền biểu quyết trực tiếp,numeric__31/12/2025 > Giá gốc VND,numeric__31/12/2025 > Giá trị hợp lý VND,numeric__31/12/2025 > Dự phòng giảm giá VND,numeric__1/1/2025 > % vốn sở hữu và quyền biểu quyết trực tiếp,numeric__1/1/2025 > Giá gốc VND,numeric__1/1/2025 > Giá trị hợp lý VND,numeric__1/1/2025 > Dự phòng giảm giá VND
"Đầu tư vào các công ty liên doanh, liên kết","Đầu tư vào các công ty liên doanh, liên kết","Đầu tư vào các công ty liên doanh, liên kết","Đầu tư vào các công ty liên doanh, liên kết","Đầu tư vào các công ty liên doanh, liên kết","Đầu tư vào các công ty liên doanh, liên kết","Đầu tư vào các công ty liên doanh, liên kết","Đầu tư vào các công ty liên doanh, liên kết","Đầu tư vào các công ty liên doanh, liên kết","Đầu tư vào các công ty liên doanh, liên kết","Đầu tư vào các công ty liên doanh, liên kết",,,,,,,,
"▪ Taupomh Limited (trước dây là ""Miraka Holdings Limited"")","Đầu tư vào các công ty liên doanh, liên kết > ▪ Taupomh Limited (trước dây là ""Miraka Holdings Limited"")","▪ Taupomh Limited (trước dây là ""Miraka Holdings Limited"")","13,55%",293.189.808.669,(*),(293.189.808.669),"13,55%",293.189.808.669,(*),(163.615.868.630),0.1355,293189808669.0,,-293189808669.0,0.1355,293189808669.0,,-163615868630.0
▪ Công ty Cổ phần APIS,"Đầu tư vào các công ty liên doanh, liên kết > ▪ Công ty Cổ phần APIS",▪ Công ty Cổ phần APIS,"20,00%",20.350.000.000,(*),-,"20,00%",20.350.000.000,(*),-,0.2,20350000000.0,,,0.2,20350000000.0,,
▪ Công ty Cổ phần Chế biến Dừa Á Châu,"Đầu tư vào các công ty liên doanh, liên kết > ▪ Công ty Cổ phần Chế biến Dừa Á Châu",▪ Công ty Cổ phần Chế biến Dừa Á Châu,"24,96%",180.628.220.000,(*),-,"24,96%",117.730.000.000,(*),-,0.24960000000000002,180628220000.0,,,0.24960000000000002,117730000000.0,,
"▪ Del Monte - Vinamilk Dairy Philippines, Inc.","Đầu tư vào các công ty liên doanh, liên kết > ▪ Del Monte - Vinamilk Dairy Philippines, Inc.","▪ Del Monte - Vinamilk Dairy Philippines, Inc.",-,-,,-,"50,00%",71.272.565.310,(*),(71.272.565.310),,,,,0.5,71272565310.0,,-71272565310.0
,,,,494.168.028.669,,(293.189.808.669),,502.542.373.979,,(234.888.433.940),,494168028669.0,,-293189808669.0,,502542373979.0,,-234888433940.0
Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,,,,,,,,
▪ Công ty Cổ phần Nguyên liệu Thực phẩm Á Châu Sài Gòn,Đầu tư góp vốn vào các đơn vị khác > ▪ Công ty Cổ phần Nguyên liệu Thực phẩm Á Châu Sài Gòn,▪ Công ty Cổ phần Nguyên liệu Thực phẩm Á Châu Sài Gòn,"14,71%",18.000.000.000,(*),-,"14,71%",18.000.000.000,(*),-,0.1471,18000000000.0,,,0.1471,18000000000.0,,
▪ Nhà thuốc – Phòng khám đa khoa An Khang,Đầu tư góp vốn vào các đơn vị khác > ▪ Nhà thuốc – Phòng khám đa khoa An Khang,▪ Nhà thuốc – Phòng khám đa khoa An Khang,,300.000.000,(*),-,,300.000.000,(*),-,,300000000.0,,,,300000000.0,,
,,,,18.300.000.000,,-,,18.300.000.000,,-,,18300000000.0,,,,18300000000.0,,
,,,,12.157.321.357.625,,(293.189.808.669),,11.807.499.702.935,,(234.888.433.940),,12157321357625.0,,-293189808669.0,,11807499702935.0,,-234888433940.0
