row_label_raw,row_label_full,Bên liên quan > Tổng Công ty Chăn Nuôi Việt Nam - Công ty Cổ phần,Mối quan hệ > Công ty con,Loại giao dịch > Cổ tức được chia,2025 VND > -,2024 VND > 87.890.625.000,numeric__Mối quan hệ > Công ty con,numeric__Loại giao dịch > Cổ tức được chia,numeric__2025 VND > -,numeric__2024 VND > 87.890.625.000
Công ty TNHH Chăn nuôi Việt Nhật,Công ty TNHH Chăn nuôi Việt Nhật,Công ty TNHH Chăn nuôi Việt Nhật,Công ty con,Thu nhập khác Mua hàng hóa,38.446.000 908.443.210,47.202.500 -,,,,
"Taupomh Limited (trước đây là ""Miraka Holdings Limited"")","Công ty TNHH Chăn nuôi Việt Nhật > Taupomh Limited (trước đây là ""Miraka Holdings Limited"")","Taupomh Limited (trước đây là ""Miraka Holdings Limited"")",Công ty liên kết,Mua hàng hóa,76.863.468.330,83.606.729.705,,,76863468330.0,83606729705.0
Công ty Cổ phần APIS,Công ty Cổ phần APIS,Công ty Cổ phần APIS,Công ty liên kết,Mua hàng hóa và dịch vụ Thu nhập khác Cổ tức được chia,1.406.263.878.439 31.786.167 2.600.000.000,599.996.498.668 - 1.300.000.000,,,,
Công ty Cổ phần Chế biến Dừa Á Châu,Công ty Cổ phần Chế biến Dừa Á Châu,Công ty Cổ phần Chế biến Dừa Á Châu,Công ty liên kết,Mua hàng hóa và dịch vụ Gốp vốn Cổ tức được chia,71.104.776.760 62.898.220.000 12.360.000.000,44.569.152.645 - 9.270.000.000,,,,
Tổng Công ty Đầu tư và Kinh doanh Vốn Nhà nước,Công ty Cổ phần Chế biến Dừa Á Châu > Tổng Công ty Đầu tư và Kinh doanh Vốn Nhà nước,Tổng Công ty Đầu tư và Kinh doanh Vốn Nhà nước,Cổ đông,Cổ tức,3.649.511.519.700,2.897.034.917.700,,,3649511519700.0,2897034917700.0
