row_label_raw,row_label_full,col_0,Trong nước,Trong nước_1,Nước ngoài,Nước ngoài_1,Tổng,Tổng_1,numeric__Trong nước,numeric__Trong nước_1,numeric__Nước ngoài,numeric__Nước ngoài_1,numeric__Tổng,numeric__Tổng_1
,,,2025 VND,2024 VND,2025 VND,2024 VND,2025 VND,2024 VND,,,,,,
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,45.886.078.014.025,45.012.731.592.777,7.105.418.295.238,5.663.976.319.415,52.991.496.309.263,50.676.707.912.192,45886078014025.0,45012731592777.0,7105418295238.0,5663976319415.0,52991496309263.0,50676707912192.0
Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,(26.168.285.491.610),(25.380.421.833.053),(3.261.850.669.736),(2.278.920.221.635),(29.430.136.161.346),(27.659.342.054.688),-26168285491610.0,-25380421833053.0,-3261850669736.0,-2278920221635.0,-29430136161346.0,-27659342054688.0
Lợi nhuận gộp theo bộ phận,Lợi nhuận gộp theo bộ phận,Lợi nhuận gộp theo bộ phận,19.717.792.522.415,19.632.309.759.724,3.843.567.625.502,3.385.056.097.780,23.561.360.147.917,23.017.365.857.504,19717792522415.0,19632309759724.0,3843567625502.0,3385056097780.0,23561360147917.0,23017365857504.0
