row_label_raw,row_label_full,Số lượng cổ phiếu phổ thông đầu năm,2015 > 1.000.118.604,2014 > 833.467.061,numeric__2015 > 1.000.118.604,numeric__2014 > 833.467.061
Ảnh hưởng của việc phát hành cổ phiếu thường,Ảnh hưởng của việc phát hành cổ phiếu thường,Ảnh hưởng của việc phát hành cổ phiếu thường,200.020.794,366.713.385,200020794.0,366713385.0
Mua lại cổ phiếu quỹ,Mua lại cổ phiếu quỹ,Mua lại cổ phiếu quỹ,-,(26.565),,-26565.0
Số lượng bình quân gia quyền của cổ phiếu phổ thông,Số lượng bình quân gia quyền của cổ phiếu phổ thông,Số lượng bình quân gia quyền của cổ phiếu phổ thông,1.200.139.398,1.200.153.881,1200139398.0,1200153881.0
