row_label_raw,row_label_full,col_0,2015VND,2014VND,numeric__2015VND,numeric__2014VND
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,532.045.832.820,473.726.239.410,532045832820.0,473726239410.0
Chi phí nguyên vật liệu,Chi phí nguyên vật liệu,Chi phí nguyên vật liệu,42.207.833.043,60.289.821.318,42207833043.0,60289821318.0
"Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",83.076.859.040,118.604.903.127,83076859040.0,118604903127.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,35.163.159.190,29.968.528.357,35163159190.0,29968528357.0
Chi phí bảo hành,Chi phí bảo hành,Chi phí bảo hành,27.852.721.760,16.809.808.460,27852721760.0,16809808460.0
Chi phí vận chuyển hàng,Chi phí vận chuyển hàng,Chi phí vận chuyển hàng,600.604.238.763,483.498.543.127,600604238763.0,483498543127.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,266.802.880.266,207.472.016.659,266802880266.0,207472016659.0
Chi phí quảng cáo,Chi phí quảng cáo,Chi phí quảng cáo,1.776.620.829.471,973.173.275.414,1776620829471.0,973173275414.0
Chi phí nghiên cứu thị trường,Chi phí nghiên cứu thị trường,Chi phí nghiên cứu thị trường,30.511.902.087,20.580.121.049,30511902087.0,20580121049.0
Chi phí khuyến mãi,Chi phí khuyến mãi,Chi phí khuyến mãi,44.327.187.374,19.062.839.518,44327187374.0,19062839518.0
Chi phí trưng bày sản phẩm,Chi phí trưng bày sản phẩm,Chi phí trưng bày sản phẩm,476.578.494.551,408.465.064.965,476578494551.0,408465064965.0
Chi phí hỗ trợ và hoa hồng cho nhà phân phối,Chi phí hỗ trợ và hoa hồng cho nhà phân phối,Chi phí hỗ trợ và hoa hồng cho nhà phân phối,2.341.714.681.768,872.747.686.203,2341714681768.0,872747686203.0
,,,6.257.506.620.133,3.684.398.847.607,6257506620133.0,3684398847607.0
