row_label_raw,row_label_full,col_0,Dự phòng trợ cấp thời việc VND,numeric__Dự phòng trợ cấp thời việc VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,77.333.769.500,77333769500.0
Tăng dự phòng trong năm,Tăng dự phòng trong năm,Tăng dự phòng trong năm,11.622.321.332,11622321332.0
Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,(1.630.385.832),-1630385832.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,87.325.705.000,87325705000.0
