row_label_raw,row_label_full,col_0,2015VND,2014VND(Điều chỉnh lại),numeric__2015VND,numeric__2014VND(Điều chỉnh lại)
Lợi nhuận thuần trong năm – thuộc về cổ đông phổ thông trước khi trích quỹ khen thưởng và phúc lợi,Lợi nhuận thuần trong năm – thuộc về cổ đông phổ thông trước khi trích quỹ khen thưởng và phúc lợi,Lợi nhuận thuần trong năm – thuộc về cổ đông phổ thông trước khi trích quỹ khen thưởng và phúc lợi,7.773.409.631.243,6.068.807.696.841,7773409631243.0,6068807696841.0
Trích quỹ khen thưởng và phúc lợi,Trích quỹ khen thưởng và phúc lợi,Trích quỹ khen thưởng và phúc lợi,(767.737.571.176),(600.958.328.894),-767737571176.0,-600958328894.0
Lợi nhuận thuần trong năm thuộc về cổ đông phổ thông sau khi trích quỹ khen thưởng và phúc lợi,Lợi nhuận thuần trong năm thuộc về cổ đông phổ thông sau khi trích quỹ khen thưởng và phúc lợi,Lợi nhuận thuần trong năm thuộc về cổ đông phổ thông sau khi trích quỹ khen thưởng và phúc lợi,7.005.672.060.067,5.467.849.367.947,7005672060067.0,5467849367947.0
