row_label_raw,row_label_full,col_0,Giá trị ghi số VND,Dòng tiền theo hợp đồng VND,Trong vòng 1 năm VND,1 – 2 năm VND,2 – 5 năm VND,numeric__Giá trị ghi số VND,numeric__Dòng tiền theo hợp đồng VND,numeric__Trong vòng 1 năm VND,numeric__1 – 2 năm VND,numeric__2 – 5 năm VND
Phải trả người bán,Phải trả người bán,Phải trả người bán,2.193.602.809.261,2.193.602.809.261,2.193.602.809.261,-,-,2193602809261.0,2193602809261.0,2193602809261.0,,
Phải trả người lao động,Phải trả người lao động,Phải trả người lao động,452.476.117.228,452.476.117.228,452.476.117.228,-,-,452476117228.0,452476117228.0,452476117228.0,,
Chi phí phải trả,Chi phí phải trả,Chi phí phải trả,593.485.587.927,593.485.587.927,593.485.587.927,-,-,593485587927.0,593485587927.0,593485587927.0,,
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,644.468.337.067,644.468.337.067,644.468.337.067,-,-,644468337067.0,644468337067.0,644468337067.0,,
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,1.475.358.507.208,1.493.250.150.278,1.493.250.150.278,-,-,1475358507208.0,1493250150278.0,1493250150278.0,,
Phải trả dài hạn khác,Phải trả dài hạn khác,Phải trả dài hạn khác,2.814.519.233,2.814.519.233,-,2.814.519.233,-,2814519233.0,2814519233.0,,2814519233.0,
Vay dài hạn,Vay dài hạn,Vay dài hạn,368.170.178.853,397.799.646.142,33.297.676.461,101.787.994.278,262.713.975.403,368170178853.0,397799646142.0,33297676461.0,101787994278.0,262713975403.0
,,,5.730.376.056.777,5.777.897.167.136,5.410.580.678.222,104.602.513.511,262.713.975.403,5730376056777.0,5777897167136.0,5410580678222.0,104602513511.0,262713975403.0
