row_label_raw,row_label_full,Ngày 31 tháng 12 năm 2015,Địa chỉ,col_2,% vốnsở hữu,% quyềnbiểu quyết,Giá gốcVND,Giá trịhợp lýVND,Dự phònggiảm giáVND,numeric__Địa chỉ,numeric__col_2,numeric__% vốnsở hữu,numeric__% quyềnbiểu quyết,numeric__Giá gốcVND,numeric__Giá trịhợp lýVND,numeric__Dự phònggiảm giáVND
Đầu tư góp vốn vào:Các công ty liên kết,Đầu tư góp vốn vào:Các công ty liên kết,Đầu tư góp vốn vào:Các công ty liên kết,Đầu tư góp vốn vào:Các công ty liên kết,Đầu tư góp vốn vào:Các công ty liên kết,Đầu tư góp vốn vào:Các công ty liên kết,Đầu tư góp vốn vào:Các công ty liên kết,Đầu tư góp vốn vào:Các công ty liên kết,Đầu tư góp vốn vào:Các công ty liên kết,Đầu tư góp vốn vào:Các công ty liên kết,,,,,,,
▪ Miraka Limited,Đầu tư góp vốn vào:Các công ty liên kết > ▪ Miraka Limited,▪ Miraka Limited,"109 Tuwharetoa, Taupo, New Zealand",,"22,81%","22,81%",344.633.586.103,(*),-,,,0.2281,0.2281,344633586103.0,,
▪ Công ty Cổ phần Nguyên liệuThực phẩm Á Châu Sài Gòn,Đầu tư góp vốn vào:Các công ty liên kết > ▪ Công ty Cổ phần Nguyên liệuThực phẩm Á Châu Sài Gòn,▪ Công ty Cổ phần Nguyên liệuThực phẩm Á Châu Sài Gòn,"Lô C-9E-CN, Khu Công nghiệp(**)Mỹ Phước 3, Huyện Bến Cát,Tinh Bình Dương, Việt Nam",,"15,00%","15,00%",52.497.084.828,(*),-,,,0.15,0.15,52497084828.0,,
,,,,,,,397.130.670.931,,-,,,,,397130670931.0,,
Khác,Khác,Khác,Khác,Khác,Khác,Khác,Khác,Khác,Khác,,,,,,,
▪ Quỹ đầu tư tăng trưởngViệt Nam,Khác > ▪ Quỹ đầu tư tăng trưởngViệt Nam,▪ Quỹ đầu tư tăng trưởngViệt Nam,"Melinh Point Tower, 2 Ngô Đức Kế,Quận 1, Thành phố Hồ Chí Minh,Việt Nam",,,,10.270.276.240,(*),(4.740.126.948),,,,,10270276240.0,,-4740126948.0
▪ Nhà thuốc – Phòng khámđa khoa An Khang,Khác > ▪ Nhà thuốc – Phòng khámđa khoa An Khang,▪ Nhà thuốc – Phòng khámđa khoa An Khang,"184-186-188 Nguyễn Đình Chiều, Quận 3,Thành phố Hồ Chí Minh, Việt Nam",,,,300.000.000,(*),-,,,,,300000000.0,,
▪ Khác,Khác > ▪ Khác,▪ Khác,,,,,808.200.000,(*),-,,,,,808200000.0,,
,,,,,,,11.378.476.240,,(4.740.126.948),,,,,11378476240.0,,-4740126948.0
,,,,,,,408.509.147.171,,(4.740.126.948),,,,,408509147171.0,,-4740126948.0
