row_label_raw,row_label_full,col_0,Vốn điều lệTriệu đồng,Thặng dưvốn cổ phầnTriệu đồng,Quỹ dự trữbố sungvốn điều lệTriệu đồng,Quỹ dự phòngtài chínhTriệu đồng,Quỹ đầu tưphát triểnTriệu đồng,Lợi nhuậnchưa phân phốiTriệu đồng,Cổ phiếuquỹTriệu đồng,Tổng cộngTriệu đồng,numeric__Vốn điều lệTriệu đồng,numeric__Thặng dưvốn cổ phầnTriệu đồng,numeric__Quỹ dự trữbố sungvốn điều lệTriệu đồng,numeric__Quỹ dự phòngtài chínhTriệu đồng,numeric__Quỹ đầu tưphát triểnTriệu đồng,numeric__Lợi nhuậnchưa phân phốiTriệu đồng,numeric__Cổ phiếuquỹTriệu đồng,numeric__Tổng cộngTriệu đồng
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,15.706.230,5.866.105,490.861,1.729.995,1.337.409,4.565.110,-,29.695.710,15706230.0,5866105.0,490861.0,1729995.0,1337409.0,4565110.0,,29695710.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,-,7.355.568,-,7.355.568,,,,,,7355568.0,,7355568.0
Phát hành cổ phiếu từ quỹ dựtrữ bổ sung vốn điều lệ vàThặng dư vốn cổ phần,Phát hành cổ phiếu từ quỹ dựtrữ bổ sung vốn điều lệ vàThặng dư vốn cổ phần,Phát hành cổ phiếu từ quỹ dựtrữ bổ sung vốn điều lệ vàThặng dư vốn cổ phần,4.731.795,(4.577.104),(154.691),-,-,-,-,-,4731795.0,-4577104.0,-154691.0,,,,,
Trả cổ tức cho cổ phần ưu đãi,Trả cổ tức cho cổ phần ưu đãi,Trả cổ tức cho cổ phần ưu đãi,-,-,-,-,-,(146.439),-,(146.439),,,,,,-146439.0,,-146439.0
Tăng vốn từ lợi nhuận để lạiChuyển từ quỹ đầu tư pháttriển về lợi nhuận chưa phânphối đề tăng vốn,Tăng vốn từ lợi nhuận để lạiChuyển từ quỹ đầu tư pháttriển về lợi nhuận chưa phânphối đề tăng vốn,Tăng vốn từ lợi nhuận để lạiChuyển từ quỹ đầu tư pháttriển về lợi nhuận chưa phânphối đề tăng vốn,4.524.704,-,-,-,-,(4.524.704),-,-,4524704.0,,,,,-4524704.0,,
Trích lập các quỹMua lại cổ phiếu ưu đãi làmcổ phiếu quỹ,Trích lập các quỹMua lại cổ phiếu ưu đãi làmcổ phiếu quỹ,Trích lập các quỹMua lại cổ phiếu ưu đãi làmcổ phiếu quỹ,-,-,367.779,735.428,(2.854.632)3.813.730,2.854.632(4.916.937),-,-,,,367779.0,735428.0,,,,
Phí mua lại cổ phiếu ưu đãiTăng vốn từ phát hành cổphiêu theo ESOP,Phí mua lại cổ phiếu ưu đãiTăng vốn từ phát hành cổphiêu theo ESOP,Phí mua lại cổ phiếu ưu đãiTăng vốn từ phát hành cổphiêu theo ESOP,336.951,-,-,-,-,-,(2.489.232)(2.489),(2.489.232)(2.489),336951.0,,,,,,,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,25.299.680,1.289.001,703.949,2.465.423,2.296.507,5.187.230,(2.491.721),34.750.069,25299680.0,1289001.0,703949.0,2465423.0,2296507.0,5187230.0,-2491721.0,34750069.0
