row_label_raw,row_label_full,col_0,Thuyết minh,Ngày 31 tháng 12năm 2019Triệu đồng,Ngày 31 tháng 12năm 2018Triệu đồng,numeric__Thuyết minh,numeric__Ngày 31 tháng 12năm 2019Triệu đồng,numeric__Ngày 31 tháng 12năm 2018Triệu đồng
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,
"Tiền mặt, vàng bạc, đá quý","TÀI SẢN > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",5,2.459.321,1.855.473,5.0,2459321.0,1855473.0
Tiền gửi tại Ngân hàng Nhà nước Việt Nam,TÀI SẢN > Tiền gửi tại Ngân hàng Nhà nước Việt Nam,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,6,3.454.138,10.828.571,6.0,3454138.0,10828571.0
Tiền gửi và cấp tín dụng cho các tổ chức tín dụng khác,TÀI SẢN > Tiền gửi và cấp tín dụng cho các tổ chức tín dụng khác,Tiền gửi và cấp tín dụng cho các tổ chức tín dụng khác,,20.097.553,16.571.491,,20097553.0,16571491.0
"Tiền gửi tại các tổ chức tín dụng (""TCTD"") khác","TÀI SẢN > Tiền gửi tại các tổ chức tín dụng (""TCTD"") khác","Tiền gửi tại các tổ chức tín dụng (""TCTD"") khác",7.1,15.482.986,15.337.628,71.0,15482986.0,15337628.0
Cấp tín dụng cho các TCTD khác,TÀI SẢN > Cấp tín dụng cho các TCTD khác,Cấp tín dụng cho các TCTD khác,7.2,4.614.567,1.233.863,72.0,4614567.0,1233863.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,8,1.566.592,4.202.413,8.0,1566592.0,4202413.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,,1.571.141,4.240.742,,1571141.0,4240742.0
Dự phòng rủi ro chứng khoán kinh doanh,TÀI SẢN > Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,,(4.549),(38.329),,-4549.0,-38329.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,,253.099.865,218.395.223,,253099865.0,218395223.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,10,257.183.959,221.961.996,10.0,257183959.0,221961996.0
Dự phòng rủi ro cho vay khách hàng,TÀI SẢN > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,11,(4.084.094),(3.566.773),11.0,-4084094.0,-3566773.0
Chứng khoán đầu tư,TÀI SẢN > Chứng khoán đầu tư,Chứng khoán đầu tư,,68.729.363,51.926.416,,68729363.0,51926416.0
Chứng khoán đầu tư sẵn sàng để bán,TÀI SẢN > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,12.1,67.786.907,49.417.157,121.0,67786907.0,49417157.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,TÀI SẢN > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,12.2,1.094.329,3.564.933,122.0,1094329.0,3564933.0
