row_label_raw,row_label_full,col_0,2019Triệu đồng,2018Triệu đồng,numeric__2019Triệu đồng,numeric__2018Triệu đồng
Lợi nhuận thuần trước thuếCộng/(Trừ),Lợi nhuận thuần trước thuếCộng/(Trừ),Lợi nhuận thuần trước thuếCộng/(Trừ),10.324.161,9.198.508,10324161.0,9198508.0
- Thu nhập không chịu thuế,- Thu nhập không chịu thuế,- Thu nhập không chịu thuế,(2.634),(845),-2634.0,-845.0
- Chi phí không được khấu trừ,- Chi phí không được khấu trừ,- Chi phí không được khấu trừ,5.765,17.640,5765.0,17640.0
- Chi phí liên quan đến hợp nhất báo cáo tài chính,- Chi phí liên quan đến hợp nhất báo cáo tài chính,- Chi phí liên quan đến hợp nhất báo cáo tài chính,(8.714),-,-8714.0,
Thu nhập chịu thuế ước tính trong năm,Thu nhập chịu thuế ước tính trong năm,Thu nhập chịu thuế ước tính trong năm,10.318.578,9.215.303,10318578.0,9215303.0
Chi phí thuế TNDN theo thuế suất hiện hành,Chi phí thuế TNDN theo thuế suất hiện hành,Chi phí thuế TNDN theo thuế suất hiện hành,2.063.715,1.843.060,2063715.0,1843060.0
Điều chỉnh số thuế phải nộp các năm trước,Điều chỉnh số thuế phải nộp các năm trước,Điều chỉnh số thuế phải nộp các năm trước,183,(120),183.0,-120.0
Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,2.063.898,1.842.940,2063898.0,1842940.0
Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,688.000,655.739,688000.0,655739.0
Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(2.265.251),(1.810.679),-2265251.0,-1810679.0
Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,486.647,688.000,486647.0,688000.0
