row_label_raw,row_label_full,col_0,Ngày 31 tháng12 năm 2019Triệu đồng,Ngày 31 tháng12 năm 2018Triệu đồng,numeric__Ngày 31 tháng12 năm 2019Triệu đồng,numeric__Ngày 31 tháng12 năm 2018Triệu đồng
Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,201.443,126.920,201443.0,126920.0
Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,16.550.647,10.159.653,16550647.0,10159653.0
- Phải thu về thư tín dụng trả chậm,- Phải thu về thư tín dụng trả chậm,- Phải thu về thư tín dụng trả chậm,13.260.870,7.730.707,13260870.0,7730707.0
- Phải thu ký quỹ và các khoản phải thu hợp đồng tương lai TPCP,- Phải thu ký quỹ và các khoản phải thu hợp đồng tương lai TPCP,- Phải thu ký quỹ và các khoản phải thu hợp đồng tương lai TPCP,20.323,-,20323.0,
- Đặt cọc theo các hợp đồng kinh tế,- Đặt cọc theo các hợp đồng kinh tế,- Đặt cọc theo các hợp đồng kinh tế,741.912,742.794,741912.0,742794.0
- Tài sản có rủi ro tín dụng,- Tài sản có rủi ro tín dụng,- Tài sản có rủi ro tín dụng,33.000,36.165,33000.0,36165.0
- Phải thu về hoạt động thanh toán,- Phải thu về hoạt động thanh toán,- Phải thu về hoạt động thanh toán,326.812,243.669,326812.0,243669.0
- Tạm ứng nhà cung cấp,- Tạm ứng nhà cung cấp,- Tạm ứng nhà cung cấp,141.023,133.879,141023.0,133879.0
- Các khoản phải thu bên ngoài khác,- Các khoản phải thu bên ngoài khác,- Các khoản phải thu bên ngoài khác,2.026.707,1.272.439,2026707.0,1272439.0
Mua sắm tài sản cố định,Mua sắm tài sản cố định,Mua sắm tài sản cố định,171.842,155.675,171842.0,155675.0
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,1.528,40.034,1528.0,40034.0
,,,16.925.460,10.482.282,16925460.0,10482282.0
