row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2019Triệu đồng,Ngày 31 tháng 12năm 2018Triệu đồng,numeric__Ngày 31 tháng 12năm 2019Triệu đồng,numeric__Ngày 31 tháng 12năm 2018Triệu đồng
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,27.675.110,22.630.333,27675110.0,22630333.0
- Bằng VND,- Bằng VND,- Bằng VND,25.884.855,20.024.737,25884855.0,20024737.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,1.790.255,2.605.596,1790255.0,2605596.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,185.579.451,147.477.943,185579451.0,147477943.0
- Bằng VND,- Bằng VND,- Bằng VND,183.069.112,144.373.905,183069112.0,144373905.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,2.510.339,3.104.038,2510339.0,3104038.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,21.406,109.518,21406.0,109518.0
- Bằng VND,- Bằng VND,- Bằng VND,16.932,63.262,16932.0,63262.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,4.474,46.256,4474.0,46256.0
Tiền ký quỹ,Tiền ký quỹ,Tiền ký quỹ,673.601,633.077,673601.0,633077.0
- Bằng VND,- Bằng VND,- Bằng VND,617.204,548.204,617204.0,548204.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,56.397,84.873,56397.0,84873.0
,,,213.949.568,170.850.871,213949568.0,170850871.0
