row_label_raw,row_label_full,col_0,Giá trị sổ sách > Ngày 31 tháng 12năm 2019Triệu đồng,Giá trị sổ sách > Ngày 31 tháng 12năm 2018Triệu đồng,numeric__Giá trị sổ sách > Ngày 31 tháng 12năm 2019Triệu đồng,numeric__Giá trị sổ sách > Ngày 31 tháng 12năm 2018Triệu đồng
Bất động sản,Bất động sản,Bất động sản,257.378.298,223.266.429,257378298.0,223266429.0
Động sản,Động sản,Động sản,46.072.338,43.147.192,46072338.0,43147192.0
Giấy tờ có giá,Giấy tờ có giá,Giấy tờ có giá,136.670.840,126.804.811,136670840.0,126804811.0
Các tài sản đảm bảo khác,Các tài sản đảm bảo khác,Các tài sản đảm bảo khác,213.704.886,130.344.800,213704886.0,130344800.0
,,,653.826.362,523.563.232,653826362.0,523563232.0
