row_label_raw,row_label_full,Thuế giá trị gia tăng,Số dưđầu nămTriệu đồng > 29.901,Phát sinh trong năm > Số phải nộpTriệu đồng > 341.448,Phát sinh trong năm > Số đã nộpTriệu đồng > (324.163),Số dưcuối nămTriệu đồng > 47.186,numeric__Số dưđầu nămTriệu đồng > 29.901,numeric__Phát sinh trong năm > Số phải nộpTriệu đồng > 341.448,numeric__Phát sinh trong năm > Số đã nộpTriệu đồng > (324.163),numeric__Số dưcuối nămTriệu đồng > 47.186
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,688.000,2.063.898,(2.265.251),486.647,688000.0,2063898.0,-2265251.0,486647.0
Thuế khác,Thuế khác,Thuế khác,71.694,642.555,(624.600),89.649,71694.0,642555.0,-624600.0,89649.0
,,,789.595,3.047.901,(3.214.014),623.482,789595.0,3047901.0,-3214014.0,623482.0
