row_label_raw,row_label_full,col_0,2019Triệu đồng,2018Triệu đồng,numeric__2019Triệu đồng,numeric__2018Triệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,5.487.466,3.818.797,5487466.0,3818797.0
Thu từ dịch vụ thanh toán và ngân quỹ,Thu từ dịch vụ thanh toán và ngân quỹ,Thu từ dịch vụ thanh toán và ngân quỹ,742.934,484.067,742934.0,484067.0
Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,276.088,128.329,276088.0,128329.0
Thu từ kinh doanh và dịch vụ bảo hiểm,Thu từ kinh doanh và dịch vụ bảo hiểm,Thu từ kinh doanh và dịch vụ bảo hiểm,2.909.136,2.187.364,2909136.0,2187364.0
Thu khác,Thu khác,Thu khác,1.559.308,1.019.037,1559308.0,1019037.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(2.695.846),(2.206.301),-2695846.0,-2206301.0
Chi về dịch vụ thanh toán và ngân quỹ,Chi về dịch vụ thanh toán và ngân quỹ,Chi về dịch vụ thanh toán và ngân quỹ,(202.742),(284.048),-202742.0,-284048.0
Dịch vụ tư vấn,Dịch vụ tư vấn,Dịch vụ tư vấn,(22.327),(5.066),-22327.0,-5066.0
Hoa hồng môi giới,Hoa hồng môi giới,Hoa hồng môi giới,(1.660.649),(1.306.493),-1660649.0,-1306493.0
Chi khác,Chi khác,Chi khác,(810.128),(610.694),-810128.0,-610694.0
,,,2.791.620,1.612.496,2791620.0,1612496.0
