row_label_raw,row_label_full,col_0,2019Triệu đồng,2018Triệu đồng,numeric__2019Triệu đồng,numeric__2018Triệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,2.682.220,5.363.874,2682220.0,5363874.0
Thu từ các công cụ tài chính phải sinh khác,Thu từ các công cụ tài chính phải sinh khác,Thu từ các công cụ tài chính phải sinh khác,298.450,328.744,298450.0,328744.0
Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,1.864.821,2.092.678,1864821.0,2092678.0
Thu nhập từ thanh lý tài sản cố định,Thu nhập từ thanh lý tài sản cố định,Thu nhập từ thanh lý tài sản cố định,13.533,20,13533.0,20.0
Thu nhập từ thanh lý tài sản khác,Thu nhập từ thanh lý tài sản khác,Thu nhập từ thanh lý tài sản khác,62.704,46.887,62704.0,46887.0
Thu từ hoạt động mua bán nợ,Thu từ hoạt động mua bán nợ,Thu từ hoạt động mua bán nợ,215.905,1.858.038,215905.0,1858038.0
Thu từ phạt vi phạm hợp đồng,Thu từ phạt vi phạm hợp đồng,Thu từ phạt vi phạm hợp đồng,26.727,70.932,26727.0,70932.0
Thu nhập hỗ trợ và thu nhập khác,Thu nhập hỗ trợ và thu nhập khác,Thu nhập hỗ trợ và thu nhập khác,200.080,966.575,200080.0,966575.0
Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,(662.555),(682.613),-662555.0,-682613.0
Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,(345.770),(389.423),-345770.0,-389423.0
Chi từ thanh lý tài sản cố định,Chi từ thanh lý tài sản cố định,Chi từ thanh lý tài sản cố định,(106),(1.295),-106.0,-1295.0
Chi từ thanh lý tài sản khác,Chi từ thanh lý tài sản khác,Chi từ thanh lý tài sản khác,(47.379),(38.979),-47379.0,-38979.0
Chi khác,Chi khác,Chi khác,(269.300),(252.916),-269300.0,-252916.0
,,,2.019.665,4.681.261,2019665.0,4681261.0
