row_label_raw,row_label_full,col_0,Thuyết minh,2019 Triệu đồng,2018 Triệu đồng,numeric__Thuyết minh,numeric__2019 Triệu đồng,numeric__2018 Triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,25,49.874.784,40.280.214,25.0,49874784.0,40280214.0
Chi phí lãi và các khoản chi phí tương tự,Chi phí lãi và các khoản chi phí tương tự,Chi phí lãi và các khoản chi phí tương tự,26,(19.204.323),(15.578.639),26.0,-19204323.0,-15578639.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,,30.670.461,24.701.575,,30670461.0,24701575.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,5.487.466,3.818.797,,5487466.0,3818797.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,(2.695.846),(2.206.301),,-2695846.0,-2206301.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,27,2.791.620,1.612.496,27.0,2791620.0,1612496.0
Lỗ thuần từ hoạt động kinh doanh ngoại hối,Lỗ thuần từ hoạt động kinh doanh ngoại hối,Lỗ thuần từ hoạt động kinh doanh ngoại hối,28,(216.879),(103.750),28.0,-216879.0,-103750.0
Lãi/(lỗ) thuần từ mua bán chứng khoán kinh doanh,Lãi/(lỗ) thuần từ mua bán chứng khoán kinh doanh,Lãi/(lỗ) thuần từ mua bán chứng khoán kinh doanh,29,284.845,(56.821),29.0,284845.0,-56821.0
Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,30,803.159,250.057,30.0,803159.0,250057.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,2.682.220,5.363.874,,2682220.0,5363874.0
Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,,(662.555),(682.613),,-662555.0,-682613.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,31,2.019.665,4.681.261,31.0,2019665.0,4681261.0
Thu nhập từ góp vốn mua cổ phần,Thu nhập từ góp vốn mua cổ phần,Thu nhập từ góp vốn mua cổ phần,32,2.634,845,32.0,2634.0,845.0
TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,,36.355.505,31.085.663,,36355505.0,31085663.0
TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,33,(12.343.718),(10.633.924),33.0,-12343718.0,-10633924.0
Lãi thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lãi thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lãi thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,24.011.787,20.451.739,,24011787.0,20451739.0
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,34,(13.687.626),(11.253.231),34.0,-13687626.0,-11253231.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,10.324.161,9.198.508,,10324161.0,9198508.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,,(2.063.898),(1.842.940),,-2063898.0,-1842940.0
Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,22,(2.063.898),(1.842.940),22.0,-2063898.0,-1842940.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,8.260.263,7.355.568,,8260263.0,7355568.0
Lãi cơ bản trên cổ phiếu (VND),Lãi cơ bản trên cổ phiếu (VND),Lãi cơ bản trên cổ phiếu (VND),24,3.376,3.025,24.0,3376.0,3025.0
