row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2019Triệu đồng,Ngày 31 tháng 12năm 2018Triệu đồng,numeric__Ngày 31 tháng 12năm 2019Triệu đồng,numeric__Ngày 31 tháng 12năm 2018Triệu đồng
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,545.858,423.965,545858.0,423965.0
Phải trả nhân viên,Phải trả nhân viên,Phải trả nhân viên,545.858,423.965,545858.0,423965.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,3.762.442,4.984.233,3762442.0,4984233.0
Các khoản khách hàng trả trước,Các khoản khách hàng trả trước,Các khoản khách hàng trả trước,400.767,1.289.540,400767.0,1289540.0
Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,203.647,199.935,203647.0,199935.0
Các khoản treo chờ chuyển tiền,Các khoản treo chờ chuyển tiền,Các khoản treo chờ chuyển tiền,178.979,553.217,178979.0,553217.0
Thuế và các khoản phải trả ngân sách,Thuế và các khoản phải trả ngân sách,Thuế và các khoản phải trả ngân sách,,,,
Nhà nước (Thuyết minh số 22),Thuế và các khoản phải trả ngân sách > Nhà nước (Thuyết minh số 22),Nhà nước (Thuyết minh số 22),623.482,789.595,623482.0,789595.0
Phải trả về hoạt động thanh toán,Thuế và các khoản phải trả ngân sách > Phải trả về hoạt động thanh toán,Phải trả về hoạt động thanh toán,751.548,537.405,751548.0,537405.0
Phải trả nhà cung cấp,Thuế và các khoản phải trả ngân sách > Phải trả nhà cung cấp,Phải trả nhà cung cấp,98.070,223.702,98070.0,223702.0
Các khoản phải trả khác,Thuế và các khoản phải trả ngân sách > Các khoản phải trả khác,Các khoản phải trả khác,1.505.949,1.390.839,1505949.0,1390839.0
,,,4.308.300,5.408.198,4308300.0,5408198.0
