row_label_raw,row_label_full,Vay Ngân hàng Nhà nước Việt Nam,Ngày 31 tháng 12năm 2019Triệu đồng > 19.492,Ngày 31 tháng 12năm 2018Triệu đồng > 1.781.343,numeric__Ngày 31 tháng 12năm 2019Triệu đồng > 19.492,numeric__Ngày 31 tháng 12năm 2018Triệu đồng > 1.781.343
"Vay chiết khấu, tái chiết khấu các giấy tờ có giá","Vay chiết khấu, tái chiết khấu các giấy tờ có giá","Vay chiết khấu, tái chiết khấu các giấy tờ có giá",-,1.759.184,,1759184.0
Vay khác,Vay khác,Vay khác,19.492,22.159,19492.0,22159.0
Tiền gửi của Kho bạc Nhà nước,Tiền gửi của Kho bạc Nhà nước,Tiền gửi của Kho bạc Nhà nước,-,2.000.000,,2000000.0
Tiền gửi của Kho bạc Nhà nước,Tiền gửi của Kho bạc Nhà nước,Tiền gửi của Kho bạc Nhà nước,-,2.000.000,,2000000.0
,,,19.492,3.781.343,19492.0,3781343.0
