row_label_raw,row_label_full,col_0,Năm 2015,Năm 2014,numeric__Năm 2015,numeric__Năm 2014
Doanh thu cho thuê tài sản,Doanh thu cho thuê tài sản,Doanh thu cho thuê tài sản,5.036.865.959,5.482.896.611,5036865959.0,5482896611.0
Công ty CP Đầu tư & Phát triển DVCT CC ĐLGL,Công ty CP Đầu tư & Phát triển DVCT CC ĐLGL,Công ty CP Đầu tư & Phát triển DVCT CC ĐLGL,544.560.000,544.560.000,544560000.0,544560000.0
Công ty TNHH Nông nghiệp Đức Long Gia Lai,Công ty TNHH Nông nghiệp Đức Long Gia Lai,Công ty TNHH Nông nghiệp Đức Long Gia Lai,287.842.857,42.812.903,287842857.0,42812903.0
Công ty CP Đức Long Đà Nẵng,Công ty CP Đức Long Đà Nẵng,Công ty CP Đức Long Đà Nẵng,207.272.726,-,207272726.0,
Công ty CP TNHH KT Khoáng sản Đức Sang Gia Lai,Công ty CP TNHH KT Khoáng sản Đức Sang Gia Lai,Công ty CP TNHH KT Khoáng sản Đức Sang Gia Lai,-,898.333.332,,898333332.0
Công ty CP DV CTCC Đức Long Bảo Lộc,Công ty CP DV CTCC Đức Long Bảo Lộc,Công ty CP DV CTCC Đức Long Bảo Lộc,3.997.190.376,3.997.190.376,3997190376.0,3997190376.0
Doanh thu xây lắp,Doanh thu xây lắp,Doanh thu xây lắp,452.603.786.953,164.207.749.293,452603786953.0,164207749293.0
Công ty CP BOT & BT Đức Long Gia Lai,Công ty CP BOT & BT Đức Long Gia Lai,Công ty CP BOT & BT Đức Long Gia Lai,360.524.627.994,164.207.749.293,360524627994.0,164207749293.0
Công ty CP BOT & BT Đức Long Đắk Nông,Công ty CP BOT & BT Đức Long Đắk Nông,Công ty CP BOT & BT Đức Long Đắk Nông,92.079.158.959,-,92079158959.0,
"Doanh thu bán thành phẩm, hàng hóa","Doanh thu bán thành phẩm, hàng hóa","Doanh thu bán thành phẩm, hàng hóa",387.580.269.064,424.746.217.967,387580269064.0,424746217967.0
Công ty TNHH Nông nghiệp Đức Long Gia Lai,Công ty TNHH Nông nghiệp Đức Long Gia Lai,Công ty TNHH Nông nghiệp Đức Long Gia Lai,1.105.000.000,225.688.467,1105000000.0,225688467.0
Công ty CP Dịch vụ Bảo vệ Đức Long Gia Lai,Công ty CP Dịch vụ Bảo vệ Đức Long Gia Lai,Công ty CP Dịch vụ Bảo vệ Đức Long Gia Lai,3.627.273,-,3627273.0,
Công ty TNHH Cung ứng VT NL Tây Nguyên,Công ty TNHH Cung ứng VT NL Tây Nguyên,Công ty TNHH Cung ứng VT NL Tây Nguyên,379.669.818.400,412.875.180.124,379669818400.0,412875180124.0
Công ty TNHH KT Khoáng sản Đức Sang Gia Lai,Công ty TNHH KT Khoáng sản Đức Sang Gia Lai,Công ty TNHH KT Khoáng sản Đức Sang Gia Lai,5.340.000.000,2.180.545.000,5340000000.0,2180545000.0
Công ty CP Đầu tư Xây dựng Nam Nguyên,Công ty CP Đầu tư Xây dựng Nam Nguyên,Công ty CP Đầu tư Xây dựng Nam Nguyên,-,9.464.804.376,,9464804376.0
Công ty CP Trồng rừng và CCN Đức Long Gia Lai,Công ty CP Trồng rừng và CCN Đức Long Gia Lai,Công ty CP Trồng rừng và CCN Đức Long Gia Lai,1.452.634.300,-,1452634300.0,
Công ty CP Đầu tư & PT Điện năng Đức Long Gia Lai,Công ty CP Đầu tư & PT Điện năng Đức Long Gia Lai,Công ty CP Đầu tư & PT Điện năng Đức Long Gia Lai,9.189.091,-,9189091.0,
Cộng,Cộng,Cộng,845.220.921.976,594.436.863.871,845220921976.0,594436863871.0
